,variable,seed,algorithm,site,1-JS Divergence
1106,WAIS3_MCCB_LetterNumberSeeq_RawScore,7,Average,TOP2,0.1737619805803331
1107,WAIS3_DigitSpan_RawScore,7,Average,TOP2,1.1102230246251565e-16
1108,GroovedPegs_Dominant_RawScore,7,Average,TOP2,0.0689265727856001
1109,Rey_BVMT_LongTerm_RawScore,7,Average,TOP2,0.0
1110,WMS_TotalRecall_RawScore,7,Average,TOP2,0.0
1111,Trailmaking_test_part_A,7,Average,TOP2,0.062083283603928896
1112,WMS_ImmediateStoryRecall_A_RawScore,7,Average,TOP2,0.0
1113,WASI_BlockDesign_RawScore,7,Average,TOP2,0.044132972356193734
1114,DKEFS_ColorWordInterference_Switching_RawScore,7,Average,TOP1,0.09991954040498807
1115,WAIS3_DigitSpanBackwards_RawScore,7,Average,TOP1,0.3350035945321751
1116,CVLT_HVLT_Total_Delayedrecall_RawRelative,7,Average,TOP1,0.0
1117,VerbalFluency_Phonemic_RawScore,7,Average,TOP1,0.05259433939837577
1118,WMS_ImmediateThematicRecall_A_RawScore,7,Average,TOP1,0.3042487771105401
1119,CaliforniaVLT_Total_RawScore,7,Average,TOP1,0.06023644060766997
1120,WCTS_FailureToMaintain_RawScore,7,Average,TOP1,0.0
1121,WASI_MatrixReasoning_RawScore,7,Average,TOP1,0.0
1122,WCTS_PerservativeError_RawScore,7,Average,TOP1,0.13192046487947995
1123,WAIS3_DigitSpanForward_RawScore,7,Average,TOP1,1.1102230246251565e-16
1124,DKEFS_ColorWordInterference_Inhibition_RawScore,7,Average,TOP1,0.09790487659274183
1125,WMS_ImmediateThematicRecall_B_RawScore,7,Average,TOP1,1.1102230246251565e-16
1126,ReyOCF_Copy_RawScore,7,Average,TOP1,0.0
1127,WASI_Vocabulary_RawScore,7,Average,TOP1,0.0976016640807833
1128,WASI_Similarities_RawScore,7,Average,TOP1,0.0
1129,VF_MCCB_SemnaticVerbalFluency_RawRelative,7,Average,TOP1,0.016887789264064756
1130,WCTS_PerservativeResponses_RawScore,7,Average,TOP1,0.11815939679596232
1131,WMS_ImmediateStoryRecall_B_RawScore,7,Average,TOP1,0.13987647246728896
1132,CaliforniaVLT_FreeRecall_RawScore,7,Average,TOP1,0.8904179398450965
1133,GroovedPegs_NDominant_RawScore,7,Average,TOP1,0.11485329305410041
1134,CVLT_HVLT_Total_RecognitionHits_RawRelative,7,Average,TOP1,0.0
1135,WMS_FreeRecall_RawScore,7,Average,TOP1,0.07709655075079702
1136,WAIS3_MCCB_LetterNumberSeeq_RawScore,7,Average,TOP1,0.10585532943645815
1137,WAIS3_DigitSpan_RawScore,7,Average,TOP1,1.1102230246251565e-16
1138,DigitSymbolCoding,7,Average,TOP1,0.06522400997908806
1139,WAIS3_BACS_SymbolCoding_RawRelative,7,Average,TOP1,0.05769574826506363
1140,WCTS_NumberCategories_RawScore,7,Average,TOP1,0.0
1141,GroovedPegs_Dominant_RawScore,7,Average,TOP1,0.06042744370779807
1142,Rey_BVMT_LongTerm_RawScore,7,Average,TOP1,0.04947355436116285
1143,WMS_TotalRecall_RawScore,7,Average,TOP1,0.09945752393492469
1144,VerbalFluency_Letters,7,Average,TOP1,0.05259433939837577
1145,WMS_ImmediateStoryRecall_A_RawScore,7,Average,TOP1,0.12624736203281062
1146,WASI_BlockDesign_RawScore,7,Average,TOP1,0.1063279774809579
1147,DKEFS_ColorWordInterference_Switching_RawScore,8,Average,TOP2,0.11375957531270053
1148,WAIS3_DigitSpanBackwards_RawScore,8,Average,TOP2,0.3002662423603245
1149,UPSAB_Total_RawScore,8,Average,TOP2,1.1102230246251565e-16
1150,WMS_ImmediateThematicRecall_A_RawScore,8,Average,TOP2,0.0
1151,WAIS3_DigitSpanForward_RawScore,8,Average,TOP2,0.0
1152,DKEFS_ColorWordInterference_Inhibition_RawScore,8,Average,TOP2,0.07353313364548941
1153,WMS_ImmediateThematicRecall_B_RawScore,8,Average,TOP2,0.0
1154,MCCB_Mazes_RawScore,8,Average,TOP2,0.09539275946502801
1155,WASI_Vocabulary_RawScore,8,Average,TOP2,0.09039220957164018
1156,WASI_Similarities_RawScore,8,Average,TOP2,0.0
1157,VF_MCCB_SemnaticVerbalFluency_RawRelative,8,Average,TOP2,0.042007887755890594
1158,WMS_ImmediateStoryRecall_B_RawScore,8,Average,TOP2,0.12903819374666836
1159,GroovedPegs_NDominant_RawScore,8,Average,TOP2,0.11315739564613492
1160,CVLT_HVLT_Total_RecognitionHits_RawRelative,8,Average,TOP2,0.0
1161,WAIS3_MCCB_LetterNumberSeeq_RawScore,8,Average,TOP2,0.1737619805803331
1162,WAIS3_DigitSpan_RawScore,8,Average,TOP2,1.1102230246251565e-16
1163,GroovedPegs_Dominant_RawScore,8,Average,TOP2,0.0689265727856001
1164,Rey_BVMT_LongTerm_RawScore,8,Average,TOP2,0.0
1165,WMS_TotalRecall_RawScore,8,Average,TOP2,0.0
1166,Trailmaking_test_part_A,8,Average,TOP2,0.062083283603928896
1167,WMS_ImmediateStoryRecall_A_RawScore,8,Average,TOP2,0.0
1168,WASI_BlockDesign_RawScore,8,Average,TOP2,0.044132972356193734
1169,DKEFS_ColorWordInterference_Switching_RawScore,8,Average,TOP1,0.09991954040498807
1170,WAIS3_DigitSpanBackwards_RawScore,8,Average,TOP1,0.3350035945321751
1171,CVLT_HVLT_Total_Delayedrecall_RawRelative,8,Average,TOP1,0.0
1172,VerbalFluency_Phonemic_RawScore,8,Average,TOP1,0.05259433939837577
1173,WMS_ImmediateThematicRecall_A_RawScore,8,Average,TOP1,0.3042487771105401
1174,CaliforniaVLT_Total_RawScore,8,Average,TOP1,0.06023644060766997
1175,WCTS_FailureToMaintain_RawScore,8,Average,TOP1,0.0
1176,WASI_MatrixReasoning_RawScore,8,Average,TOP1,0.0
1177,WCTS_PerservativeError_RawScore,8,Average,TOP1,0.13192046487947995
1178,WAIS3_DigitSpanForward_RawScore,8,Average,TOP1,1.1102230246251565e-16
1179,DKEFS_ColorWordInterference_Inhibition_RawScore,8,Average,TOP1,0.09790487659274183
1180,WMS_ImmediateThematicRecall_B_RawScore,8,Average,TOP1,1.1102230246251565e-16
1181,ReyOCF_Copy_RawScore,8,Average,TOP1,0.0
1182,WASI_Vocabulary_RawScore,8,Average,TOP1,0.0976016640807833
1183,WASI_Similarities_RawScore,8,Average,TOP1,0.0
1184,VF_MCCB_SemnaticVerbalFluency_RawRelative,8,Average,TOP1,0.016887789264064756
1185,WCTS_PerservativeResponses_RawScore,8,Average,TOP1,0.11815939679596232
1186,WMS_ImmediateStoryRecall_B_RawScore,8,Average,TOP1,0.13987647246728896
1187,CaliforniaVLT_FreeRecall_RawScore,8,Average,TOP1,0.8904179398450965
1188,GroovedPegs_NDominant_RawScore,8,Average,TOP1,0.11485329305410041
1189,CVLT_HVLT_Total_RecognitionHits_RawRelative,8,Average,TOP1,0.0
1190,WMS_FreeRecall_RawScore,8,Average,TOP1,0.07709655075079702
1191,WAIS3_MCCB_LetterNumberSeeq_RawScore,8,Average,TOP1,0.10585532943645815
1192,WAIS3_DigitSpan_RawScore,8,Average,TOP1,1.1102230246251565e-16
1193,DigitSymbolCoding,8,Average,TOP1,0.06522400997908806
1194,WAIS3_BACS_SymbolCoding_RawRelative,8,Average,TOP1,0.05769574826506363
1195,WCTS_NumberCategories_RawScore,8,Average,TOP1,0.0
1196,GroovedPegs_Dominant_RawScore,8,Average,TOP1,0.06042744370779807
1197,Rey_BVMT_LongTerm_RawScore,8,Average,TOP1,0.04947355436116285
1198,WMS_TotalRecall_RawScore,8,Average,TOP1,0.09945752393492469
1199,VerbalFluency_Letters,8,Average,TOP1,0.05259433939837577
1200,WMS_ImmediateStoryRecall_A_RawScore,8,Average,TOP1,0.12624736203281062
1201,WASI_BlockDesign_RawScore,8,Average,TOP1,0.1063279774809579
1202,DKEFS_ColorWordInterference_Switching_RawScore,9,Average,TOP2,0.11375957531270053
1203,WAIS3_DigitSpanBackwards_RawScore,9,Average,TOP2,0.3002662423603245
1204,UPSAB_Total_RawScore,9,Average,TOP2,1.1102230246251565e-16
1205,WMS_ImmediateThematicRecall_A_RawScore,9,Average,TOP2,0.0
1206,WAIS3_DigitSpanForward_RawScore,9,Average,TOP2,0.0
1207,DKEFS_ColorWordInterference_Inhibition_RawScore,9,Average,TOP2,0.07353313364548941
1208,WMS_ImmediateThematicRecall_B_RawScore,9,Average,TOP2,0.0
1209,MCCB_Mazes_RawScore,9,Average,TOP2,0.09539275946502801
1210,WASI_Vocabulary_RawScore,9,Average,TOP2,0.09039220957164018
1211,WASI_Similarities_RawScore,9,Average,TOP2,0.0
1212,VF_MCCB_SemnaticVerbalFluency_RawRelative,9,Average,TOP2,0.042007887755890594
1213,WMS_ImmediateStoryRecall_B_RawScore,9,Average,TOP2,0.12903819374666836
1214,GroovedPegs_NDominant_RawScore,9,Average,TOP2,0.11315739564613492
1215,CVLT_HVLT_Total_RecognitionHits_RawRelative,9,Average,TOP2,0.0
1216,WAIS3_MCCB_LetterNumberSeeq_RawScore,9,Average,TOP2,0.1737619805803331
1217,WAIS3_DigitSpan_RawScore,9,Average,TOP2,1.1102230246251565e-16
1218,GroovedPegs_Dominant_RawScore,9,Average,TOP2,0.0689265727856001
1219,Rey_BVMT_LongTerm_RawScore,9,Average,TOP2,0.0
1220,WMS_TotalRecall_RawScore,9,Average,TOP2,0.0
1221,Trailmaking_test_part_A,9,Average,TOP2,0.062083283603928896
1222,WMS_ImmediateStoryRecall_A_RawScore,9,Average,TOP2,0.0
1223,WASI_BlockDesign_RawScore,9,Average,TOP2,0.044132972356193734
1224,DKEFS_ColorWordInterference_Switching_RawScore,9,Average,TOP1,0.09991954040498807
1225,WAIS3_DigitSpanBackwards_RawScore,9,Average,TOP1,0.3350035945321751
1226,CVLT_HVLT_Total_Delayedrecall_RawRelative,9,Average,TOP1,0.0
1227,VerbalFluency_Phonemic_RawScore,9,Average,TOP1,0.05259433939837577
1228,WMS_ImmediateThematicRecall_A_RawScore,9,Average,TOP1,0.3042487771105401
1229,CaliforniaVLT_Total_RawScore,9,Average,TOP1,0.06023644060766997
1230,WCTS_FailureToMaintain_RawScore,9,Average,TOP1,0.0
1231,WASI_MatrixReasoning_RawScore,9,Average,TOP1,0.0
1232,WCTS_PerservativeError_RawScore,9,Average,TOP1,0.13192046487947995
1233,WAIS3_DigitSpanForward_RawScore,9,Average,TOP1,1.1102230246251565e-16
1234,DKEFS_ColorWordInterference_Inhibition_RawScore,9,Average,TOP1,0.09790487659274183
1235,WMS_ImmediateThematicRecall_B_RawScore,9,Average,TOP1,1.1102230246251565e-16
1236,ReyOCF_Copy_RawScore,9,Average,TOP1,0.0
1237,WASI_Vocabulary_RawScore,9,Average,TOP1,0.0976016640807833
1238,WASI_Similarities_RawScore,9,Average,TOP1,0.0
1239,VF_MCCB_SemnaticVerbalFluency_RawRelative,9,Average,TOP1,0.016887789264064756
1240,WCTS_PerservativeResponses_RawScore,9,Average,TOP1,0.11815939679596232
1241,WMS_ImmediateStoryRecall_B_RawScore,9,Average,TOP1,0.13987647246728896
1242,CaliforniaVLT_FreeRecall_RawScore,9,Average,TOP1,0.8904179398450965
1243,GroovedPegs_NDominant_RawScore,9,Average,TOP1,0.11485329305410041
1244,CVLT_HVLT_Total_RecognitionHits_RawRelative,9,Average,TOP1,0.0
1245,WMS_FreeRecall_RawScore,9,Average,TOP1,0.07709655075079702
1246,WAIS3_MCCB_LetterNumberSeeq_RawScore,9,Average,TOP1,0.10585532943645815
1247,WAIS3_DigitSpan_RawScore,9,Average,TOP1,1.1102230246251565e-16
1248,DigitSymbolCoding,9,Average,TOP1,0.06522400997908806
1249,WAIS3_BACS_SymbolCoding_RawRelative,9,Average,TOP1,0.05769574826506363
1250,WCTS_NumberCategories_RawScore,9,Average,TOP1,0.0
1251,GroovedPegs_Dominant_RawScore,9,Average,TOP1,0.06042744370779807
1252,Rey_BVMT_LongTerm_RawScore,9,Average,TOP1,0.04947355436116285
1253,WMS_TotalRecall_RawScore,9,Average,TOP1,0.09945752393492469
1254,VerbalFluency_Letters,9,Average,TOP1,0.05259433939837577
1255,WMS_ImmediateStoryRecall_A_RawScore,9,Average,TOP1,0.12624736203281062
1256,WASI_BlockDesign_RawScore,9,Average,TOP1,0.1063279774809579
1257,DKEFS_ColorWordInterference_Switching_RawScore,10,Average,TOP2,0.11375957531270053
1258,WAIS3_DigitSpanBackwards_RawScore,10,Average,TOP2,0.3002662423603245
1259,UPSAB_Total_RawScore,10,Average,TOP2,1.1102230246251565e-16
1260,WMS_ImmediateThematicRecall_A_RawScore,10,Average,TOP2,0.0
1261,WAIS3_DigitSpanForward_RawScore,10,Average,TOP2,0.0
1262,DKEFS_ColorWordInterference_Inhibition_RawScore,10,Average,TOP2,0.07353313364548941
1263,WMS_ImmediateThematicRecall_B_RawScore,10,Average,TOP2,0.0
1264,MCCB_Mazes_RawScore,10,Average,TOP2,0.09539275946502801
1265,WASI_Vocabulary_RawScore,10,Average,TOP2,0.09039220957164018
1266,WASI_Similarities_RawScore,10,Average,TOP2,0.0
1267,VF_MCCB_SemnaticVerbalFluency_RawRelative,10,Average,TOP2,0.042007887755890594
1268,WMS_ImmediateStoryRecall_B_RawScore,10,Average,TOP2,0.12903819374666836
1269,GroovedPegs_NDominant_RawScore,10,Average,TOP2,0.11315739564613492
1270,CVLT_HVLT_Total_RecognitionHits_RawRelative,10,Average,TOP2,0.0
1271,WAIS3_MCCB_LetterNumberSeeq_RawScore,10,Average,TOP2,0.1737619805803331
1272,WAIS3_DigitSpan_RawScore,10,Average,TOP2,1.1102230246251565e-16
1273,GroovedPegs_Dominant_RawScore,10,Average,TOP2,0.0689265727856001
1274,Rey_BVMT_LongTerm_RawScore,10,Average,TOP2,0.0
1275,WMS_TotalRecall_RawScore,10,Average,TOP2,0.0
1276,Trailmaking_test_part_A,10,Average,TOP2,0.062083283603928896
1277,WMS_ImmediateStoryRecall_A_RawScore,10,Average,TOP2,0.0
1278,WASI_BlockDesign_RawScore,10,Average,TOP2,0.044132972356193734
1279,DKEFS_ColorWordInterference_Switching_RawScore,10,Average,TOP1,0.09991954040498807
1280,WAIS3_DigitSpanBackwards_RawScore,10,Average,TOP1,0.3350035945321751
1281,CVLT_HVLT_Total_Delayedrecall_RawRelative,10,Average,TOP1,0.0
1282,VerbalFluency_Phonemic_RawScore,10,Average,TOP1,0.05259433939837577
1283,WMS_ImmediateThematicRecall_A_RawScore,10,Average,TOP1,0.3042487771105401
1284,CaliforniaVLT_Total_RawScore,10,Average,TOP1,0.06023644060766997
1285,WCTS_FailureToMaintain_RawScore,10,Average,TOP1,0.0
1286,WASI_MatrixReasoning_RawScore,10,Average,TOP1,0.0
1287,WCTS_PerservativeError_RawScore,10,Average,TOP1,0.13192046487947995
1288,WAIS3_DigitSpanForward_RawScore,10,Average,TOP1,1.1102230246251565e-16
1289,DKEFS_ColorWordInterference_Inhibition_RawScore,10,Average,TOP1,0.09790487659274183
1290,WMS_ImmediateThematicRecall_B_RawScore,10,Average,TOP1,1.1102230246251565e-16
1291,ReyOCF_Copy_RawScore,10,Average,TOP1,0.0
1292,WASI_Vocabulary_RawScore,10,Average,TOP1,0.0976016640807833
1293,WASI_Similarities_RawScore,10,Average,TOP1,0.0
1294,VF_MCCB_SemnaticVerbalFluency_RawRelative,10,Average,TOP1,0.016887789264064756
1295,WCTS_PerservativeResponses_RawScore,10,Average,TOP1,0.11815939679596232
1296,WMS_ImmediateStoryRecall_B_RawScore,10,Average,TOP1,0.13987647246728896
1297,CaliforniaVLT_FreeRecall_RawScore,10,Average,TOP1,0.8904179398450965
1298,GroovedPegs_NDominant_RawScore,10,Average,TOP1,0.11485329305410041
1299,CVLT_HVLT_Total_RecognitionHits_RawRelative,10,Average,TOP1,0.0
1300,WMS_FreeRecall_RawScore,10,Average,TOP1,0.07709655075079702
1301,WAIS3_MCCB_LetterNumberSeeq_RawScore,10,Average,TOP1,0.10585532943645815
1302,WAIS3_DigitSpan_RawScore,10,Average,TOP1,1.1102230246251565e-16
1303,DigitSymbolCoding,10,Average,TOP1,0.06522400997908806
1304,WAIS3_BACS_SymbolCoding_RawRelative,10,Average,TOP1,0.05769574826506363
1305,WCTS_NumberCategories_RawScore,10,Average,TOP1,0.0
1306,GroovedPegs_Dominant_RawScore,10,Average,TOP1,0.06042744370779807
1307,Rey_BVMT_LongTerm_RawScore,10,Average,TOP1,0.04947355436116285
1308,WMS_TotalRecall_RawScore,10,Average,TOP1,0.09945752393492469
1309,VerbalFluency_Letters,10,Average,TOP1,0.05259433939837577
1310,WMS_ImmediateStoryRecall_A_RawScore,10,Average,TOP1,0.12624736203281062
1311,WASI_BlockDesign_RawScore,10,Average,TOP1,0.1063279774809579
1312,DKEFS_ColorWordInterference_Switching_RawScore,1,Average,Average,0.14718734028293523
1313,WAIS3_DigitSpanBackwards_RawScore,1,Average,Average,0.315713861171834
1314,UPSAB_Total_RawScore,1,Average,Average,1.1102230246251565e-16
1315,CVLT_HVLT_Total_Delayedrecall_RawRelative,1,Average,Average,0.0
1316,VerbalFluency_Phonemic_RawScore,1,Average,Average,0.05259433939837577
1317,WMS_ImmediateThematicRecall_A_RawScore,1,Average,Average,0.30184968680484414
1318,CaliforniaVLT_Total_RawScore,1,Average,Average,0.06023644060766997
1319,WCTS_FailureToMaintain_RawScore,1,Average,Average,0.0
1320,WASI_MatrixReasoning_RawScore,1,Average,Average,0.16860152999599798
1321,WCTS_PerservativeError_RawScore,1,Average,Average,0.13192046487947995
1322,WAIS3_DigitSpanForward_RawScore,1,Average,Average,0.0
1323,DKEFS_ColorWordInterference_Inhibition_RawScore,1,Average,Average,0.12482047805331176
1324,WMS_ImmediateThematicRecall_B_RawScore,1,Average,Average,1.1102230246251565e-16
1325,MCCB_Mazes_RawScore,1,Average,Average,0.09539275946502801
1326,ReyOCF_Copy_RawScore,1,Average,Average,0.0
1327,WASI_Vocabulary_RawScore,1,Average,Average,0.14347132389162465
1328,WASI_Similarities_RawScore,1,Average,Average,0.12552069583494607
1329,VF_MCCB_SemnaticVerbalFluency_RawRelative,1,Average,Average,0.031855297109170455
1330,WCTS_PerservativeResponses_RawScore,1,Average,Average,0.11815939679596232
1331,WMS_ImmediateStoryRecall_B_RawScore,1,Average,Average,0.13411577087980753
1332,CaliforniaVLT_FreeRecall_RawScore,1,Average,Average,0.8904179398450965
1333,GroovedPegs_NDominant_RawScore,1,Average,Average,0.11869656625773584
1334,CVLT_HVLT_Total_RecognitionHits_RawRelative,1,Average,Average,0.0
1335,WMS_FreeRecall_RawScore,1,Average,Average,0.07709655075079702
1336,WAIS3_MCCB_LetterNumberSeeq_RawScore,1,Average,Average,0.14669528350909022
1337,WAIS3_DigitSpan_RawScore,1,Average,Average,1.1102230246251565e-16
1338,DigitSymbolCoding,1,Average,Average,0.06522400997908806
1339,WAIS3_BACS_SymbolCoding_RawRelative,1,Average,Average,0.07579522982850317
1340,WCTS_NumberCategories_RawScore,1,Average,Average,0.0
1341,GroovedPegs_Dominant_RawScore,1,Average,Average,0.07730320848620875
1342,Rey_BVMT_LongTerm_RawScore,1,Average,Average,0.08258163955671005
1343,WMS_TotalRecall_RawScore,1,Average,Average,0.10301646888759097
1344,Trailmaking_test_part_A,1,Average,Average,0.062083283603928896
1345,VerbalFluency_Letters,1,Average,Average,0.05259433939837577
1346,HVLT_Total_RawScore,1,Average,Average,0.0
1347,WMS_ImmediateStoryRecall_A_RawScore,1,Average,Average,0.0
1348,WASI_BlockDesign_RawScore,1,Average,Average,0.09620758999130641
1349,DKEFS_ColorWordInterference_Switching_RawScore,2,Average,Average,0.14718734028293523
1350,WAIS3_DigitSpanBackwards_RawScore,2,Average,Average,0.315713861171834
1351,UPSAB_Total_RawScore,2,Average,Average,1.1102230246251565e-16
1352,CVLT_HVLT_Total_Delayedrecall_RawRelative,2,Average,Average,0.0
1353,VerbalFluency_Phonemic_RawScore,2,Average,Average,0.05259433939837577
1354,WMS_ImmediateThematicRecall_A_RawScore,2,Average,Average,0.30184968680484414
1355,CaliforniaVLT_Total_RawScore,2,Average,Average,0.06023644060766997
1356,WCTS_FailureToMaintain_RawScore,2,Average,Average,0.0
1357,WASI_MatrixReasoning_RawScore,2,Average,Average,0.16860152999599798
1358,WCTS_PerservativeError_RawScore,2,Average,Average,0.13192046487947995
1359,WAIS3_DigitSpanForward_RawScore,2,Average,Average,0.0
1360,DKEFS_ColorWordInterference_Inhibition_RawScore,2,Average,Average,0.12482047805331176
1361,WMS_ImmediateThematicRecall_B_RawScore,2,Average,Average,1.1102230246251565e-16
1362,MCCB_Mazes_RawScore,2,Average,Average,0.09539275946502801
1363,ReyOCF_Copy_RawScore,2,Average,Average,0.0
1364,WASI_Vocabulary_RawScore,2,Average,Average,0.14347132389162465
1365,WASI_Similarities_RawScore,2,Average,Average,0.12552069583494607
1366,VF_MCCB_SemnaticVerbalFluency_RawRelative,2,Average,Average,0.031855297109170455
1367,WCTS_PerservativeResponses_RawScore,2,Average,Average,0.11815939679596232
1368,WMS_ImmediateStoryRecall_B_RawScore,2,Average,Average,0.13411577087980753
1369,CaliforniaVLT_FreeRecall_RawScore,2,Average,Average,0.8904179398450965
1370,GroovedPegs_NDominant_RawScore,2,Average,Average,0.11869656625773584
1371,CVLT_HVLT_Total_RecognitionHits_RawRelative,2,Average,Average,0.0
1372,WMS_FreeRecall_RawScore,2,Average,Average,0.07709655075079702
1373,WAIS3_MCCB_LetterNumberSeeq_RawScore,2,Average,Average,0.14669528350909022
1374,WAIS3_DigitSpan_RawScore,2,Average,Average,1.1102230246251565e-16
1375,DigitSymbolCoding,2,Average,Average,0.06522400997908806
1376,WAIS3_BACS_SymbolCoding_RawRelative,2,Average,Average,0.07579522982850317
1377,WCTS_NumberCategories_RawScore,2,Average,Average,0.0
1378,GroovedPegs_Dominant_RawScore,2,Average,Average,0.07730320848620875
1379,Rey_BVMT_LongTerm_RawScore,2,Average,Average,0.08258163955671005
1380,WMS_TotalRecall_RawScore,2,Average,Average,0.10301646888759097
1381,Trailmaking_test_part_A,2,Average,Average,0.062083283603928896
1382,VerbalFluency_Letters,2,Average,Average,0.05259433939837577
1383,HVLT_Total_RawScore,2,Average,Average,0.0
1384,WMS_ImmediateStoryRecall_A_RawScore,2,Average,Average,0.0
1385,WASI_BlockDesign_RawScore,2,Average,Average,0.09620758999130641
1386,DKEFS_ColorWordInterference_Switching_RawScore,3,Average,Average,0.14718734028293523
1387,WAIS3_DigitSpanBackwards_RawScore,3,Average,Average,0.315713861171834
1388,UPSAB_Total_RawScore,3,Average,Average,1.1102230246251565e-16
1389,CVLT_HVLT_Total_Delayedrecall_RawRelative,3,Average,Average,0.0
1390,VerbalFluency_Phonemic_RawScore,3,Average,Average,0.05259433939837577
1391,WMS_ImmediateThematicRecall_A_RawScore,3,Average,Average,0.30184968680484414
1392,CaliforniaVLT_Total_RawScore,3,Average,Average,0.06023644060766997
1393,WCTS_FailureToMaintain_RawScore,3,Average,Average,0.0
1394,WASI_MatrixReasoning_RawScore,3,Average,Average,0.16860152999599798
1395,WCTS_PerservativeError_RawScore,3,Average,Average,0.13192046487947995
1396,WAIS3_DigitSpanForward_RawScore,3,Average,Average,0.0
1397,DKEFS_ColorWordInterference_Inhibition_RawScore,3,Average,Average,0.12482047805331176
1398,WMS_ImmediateThematicRecall_B_RawScore,3,Average,Average,1.1102230246251565e-16
1399,MCCB_Mazes_RawScore,3,Average,Average,0.09539275946502801
1400,ReyOCF_Copy_RawScore,3,Average,Average,0.0
1401,WASI_Vocabulary_RawScore,3,Average,Average,0.14347132389162465
1402,WASI_Similarities_RawScore,3,Average,Average,0.12552069583494607
1403,VF_MCCB_SemnaticVerbalFluency_RawRelative,3,Average,Average,0.031855297109170455
1404,WCTS_PerservativeResponses_RawScore,3,Average,Average,0.11815939679596232
1405,WMS_ImmediateStoryRecall_B_RawScore,3,Average,Average,0.13411577087980753
1406,CaliforniaVLT_FreeRecall_RawScore,3,Average,Average,0.8904179398450965
1407,GroovedPegs_NDominant_RawScore,3,Average,Average,0.11869656625773584
1408,CVLT_HVLT_Total_RecognitionHits_RawRelative,3,Average,Average,0.0
1409,WMS_FreeRecall_RawScore,3,Average,Average,0.07709655075079702
1410,WAIS3_MCCB_LetterNumberSeeq_RawScore,3,Average,Average,0.14669528350909022
1411,WAIS3_DigitSpan_RawScore,3,Average,Average,1.1102230246251565e-16
1412,DigitSymbolCoding,3,Average,Average,0.06522400997908806
1413,WAIS3_BACS_SymbolCoding_RawRelative,3,Average,Average,0.07579522982850317
1414,WCTS_NumberCategories_RawScore,3,Average,Average,0.0
1415,GroovedPegs_Dominant_RawScore,3,Average,Average,0.07730320848620875
1416,Rey_BVMT_LongTerm_RawScore,3,Average,Average,0.08258163955671005
1417,WMS_TotalRecall_RawScore,3,Average,Average,0.10301646888759097
1418,Trailmaking_test_part_A,3,Average,Average,0.062083283603928896
1419,VerbalFluency_Letters,3,Average,Average,0.05259433939837577
1420,HVLT_Total_RawScore,3,Average,Average,0.0
1421,WMS_ImmediateStoryRecall_A_RawScore,3,Average,Average,0.0
1422,WASI_BlockDesign_RawScore,3,Average,Average,0.09620758999130641
1423,DKEFS_ColorWordInterference_Switching_RawScore,4,Average,Average,0.14718734028293523
1424,WAIS3_DigitSpanBackwards_RawScore,4,Average,Average,0.315713861171834
1425,UPSAB_Total_RawScore,4,Average,Average,1.1102230246251565e-16
1426,CVLT_HVLT_Total_Delayedrecall_RawRelative,4,Average,Average,0.0
1427,VerbalFluency_Phonemic_RawScore,4,Average,Average,0.05259433939837577
1428,WMS_ImmediateThematicRecall_A_RawScore,4,Average,Average,0.30184968680484414
1429,CaliforniaVLT_Total_RawScore,4,Average,Average,0.06023644060766997
1430,WCTS_FailureToMaintain_RawScore,4,Average,Average,0.0
1431,WASI_MatrixReasoning_RawScore,4,Average,Average,0.16860152999599798
1432,WCTS_PerservativeError_RawScore,4,Average,Average,0.13192046487947995
1433,WAIS3_DigitSpanForward_RawScore,4,Average,Average,0.0
1434,DKEFS_ColorWordInterference_Inhibition_RawScore,4,Average,Average,0.12482047805331176
1435,WMS_ImmediateThematicRecall_B_RawScore,4,Average,Average,1.1102230246251565e-16
1436,MCCB_Mazes_RawScore,4,Average,Average,0.09539275946502801
1437,ReyOCF_Copy_RawScore,4,Average,Average,0.0
1438,WASI_Vocabulary_RawScore,4,Average,Average,0.14347132389162465
1439,WASI_Similarities_RawScore,4,Average,Average,0.12552069583494607
1440,VF_MCCB_SemnaticVerbalFluency_RawRelative,4,Average,Average,0.031855297109170455
1441,WCTS_PerservativeResponses_RawScore,4,Average,Average,0.11815939679596232
1442,WMS_ImmediateStoryRecall_B_RawScore,4,Average,Average,0.13411577087980753
1443,CaliforniaVLT_FreeRecall_RawScore,4,Average,Average,0.8904179398450965
1444,GroovedPegs_NDominant_RawScore,4,Average,Average,0.11869656625773584
1445,CVLT_HVLT_Total_RecognitionHits_RawRelative,4,Average,Average,0.0
1446,WMS_FreeRecall_RawScore,4,Average,Average,0.07709655075079702
1447,WAIS3_MCCB_LetterNumberSeeq_RawScore,4,Average,Average,0.14669528350909022
1448,WAIS3_DigitSpan_RawScore,4,Average,Average,1.1102230246251565e-16
1449,DigitSymbolCoding,4,Average,Average,0.06522400997908806
1450,WAIS3_BACS_SymbolCoding_RawRelative,4,Average,Average,0.07579522982850317
1451,WCTS_NumberCategories_RawScore,4,Average,Average,0.0
1452,GroovedPegs_Dominant_RawScore,4,Average,Average,0.07730320848620875
1453,Rey_BVMT_LongTerm_RawScore,4,Average,Average,0.08258163955671005
1454,WMS_TotalRecall_RawScore,4,Average,Average,0.10301646888759097
1455,Trailmaking_test_part_A,4,Average,Average,0.062083283603928896
