,variable,1-JS Divergence,1-NMSE,site,seed,algorithm
1049,ReyOCF_Copy_RawScore,0.3582605773550086,-2.367439937515057,Average,6,Extra Trees
1050,UPSAB_Total_RawScore,0.2549928157025295,-1.0679835720207804,Average,6,Extra Trees
1051,Rey_BVMT_LongTerm_RawScore,0.1056548197164694,-0.0999212076304789,Average,6,Extra Trees
1052,CANTAB_ERT_MeanLatency_RawScore,0.4854009653988439,-0.5014459338393493,Average,6,Extra Trees
1053,WCTS_PerservativeError_RawScore,0.2927777920702471,0.8892247503666058,Average,6,Extra Trees
1054,VerbalFluency_Letters,0.2140858464902432,0.8917285934991915,Average,6,Extra Trees
1055,CANTAB_IED_TotalErrorsAdjUncompleted_RawScore,0.2992843739567209,0.8304152727255114,Average,6,Extra Trees
1056,CANTAB_IED_StagesCompletedTrials_RawScore,0.4547643832389424,0.3922353176434535,Average,7,Extra Trees
1057,CANTAB_SOCP_AMoveITime_RawScore,0.5279670451336769,-0.2172862333193199,Average,7,Extra Trees
1058,GroovedPegs_NDominant_RawScore,0.342750133966393,0.2006847034700308,Average,7,Extra Trees
1059,CANTAB_RTI_MovementTime_RawScore,0.5809850224262966,0.7467240481330951,Average,7,Extra Trees
1060,WCTS_NumberCategories_RawScore,0.1995842730665445,0.4878636225934717,Average,7,Extra Trees
1061,WMS_ImmediateThematicRecall_A_RawScore,0.1098919839737867,-0.1331845740518911,Average,7,Extra Trees
1062,CANTAB_RVP_ASim357246_RawScore,0.4965502696285138,-0.0982521529935589,Average,7,Extra Trees
1063,WMS_ImmediateStoryRecall_B_RawScore,0.0714202670088083,0.7613281396272589,Average,7,Extra Trees
1064,WMS_FreeRecall_RawScore,0.1757739543374102,0.7814708603976019,Average,7,Extra Trees
1065,CANTAB_SOCP_5MoveSTime_RawScore,0.5376322555166397,-0.8402711896551047,Average,7,Extra Trees
1066,CANTAB_PAL_TotalErrors8_RawScore,0.4712499672203684,0.3054918127441022,Average,7,Extra Trees
1067,CANTAB_RTI_ReactionTime_RawScore,0.610038006942776,0.2767764238755824,Average,7,Extra Trees
1068,WASI_WAIS3_MatrixReasoning_RawScore,0.0788332599487822,0.5246553104650007,Average,7,Extra Trees
1069,CANTAB_DMS_TotalCorrect_RawScore,0.8187861222042353,0.3164715949094003,Average,7,Extra Trees
1070,GroovedPegs_Dominant_RawScore,0.2970051149241949,0.2184997941589567,Average,7,Extra Trees
1071,Trailmaking_test_part_A,0.1546435835825247,-0.8994229032297936,Average,7,Extra Trees
1072,CANTAB_ERT_PercentCorrect_RawScore,0.6071773019730584,-1.372187381024042,Average,7,Extra Trees
1073,CANTAB_DMS_TotalCorrectSimultaneous_RawScore,0.6503945822525601,-0.6047550145866647,Average,7,Extra Trees
1074,CANTAB_SWM_Strategy_RawScore,0.2604322139239174,-0.9999121076167384,Average,7,Extra Trees
1075,CANTAB_RVP_Latency357246_RawScore,0.6234608910042323,-0.4480283027073317,Average,7,Extra Trees
1076,MCCB_Mazes_RawScore,0.2379699601476301,-1.865672422717984,Average,7,Extra Trees
1077,WCTS_PerservativeResponses_RawScore,0.3177342903335617,0.8910652598832486,Average,7,Extra Trees
1078,WMS_ImmediateThematicRecall_B_RawScore,0.1971581676462581,-0.2327239998239585,Average,7,Extra Trees
1079,CANTAB_PAL_FirstTrial_RawScore,0.3402139469913212,0.5123376346151921,Average,7,Extra Trees
1080,CANTAB_RTI_ChoiceMovementTime_RawScore,0.5610365006243019,0.7503855987505053,Average,7,Extra Trees
1081,VF_MCCB_BACS_VerbalFluency_RawScore,0.1124024422166913,0.5839505385607946,Average,7,Extra Trees
1082,CANTAB_RTI_ChoiceReactionTime_RawScore,0.5661477462487428,0.3075060969641756,Average,7,Extra Trees
1083,CANTAB_SOCP_SolvedMinMoves_RawScore,0.1928880339649368,0.0976238053749193,Average,7,Extra Trees
1084,CANTAB_SOCP_AMoveMoves_RawScore,0.6222656343140325,0.7492348805350976,Average,7,Extra Trees
1085,CANTAB_DMS_CorrectLatencyAllDelays_RawScore,0.4971158734606077,-1.3110681657064784,Average,7,Extra Trees
1086,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.0765512421276624,0.5066532654003462,Average,7,Extra Trees
1087,WASI_WAIS3_BlockDesign_RawScore,0.1230264261217553,0.2189992272716995,Average,7,Extra Trees
1088,CANTAB_RVP_Latency357_RawScore,0.6945421915089922,-0.082456042867077,Average,7,Extra Trees
1089,WAIS3_DigitSpanForward_RawScore,0.1076084191285229,0.409496668017749,Average,7,Extra Trees
1090,WAIS3_DigitSpanBackwards_RawScore,0.0881887653567824,0.3767357698670651,Average,7,Extra Trees
1091,WAIS3_BACS_SymbolCoding_RawRelative,0.2365930672499213,-0.0248172583347499,Average,7,Extra Trees
1092,CVLT_BACS_Verbal_Total_RawScore,0.1352170452172724,0.3760814885063673,Average,7,Extra Trees
1093,DKEFS_ColorWordInterference_Inhibition_RawScore,0.2916936390077899,-0.0492422122538451,Average,7,Extra Trees
1094,HVLT_Total_RawScore,0.0733883945866884,0.4402798160786655,Average,7,Extra Trees
1095,VerbalFluency_Phonemic_RawScore,0.2436937815563113,0.899085121844801,Average,7,Extra Trees
1096,WASI_WAIS3_Vocabulary_RawScore,0.0910241162591226,0.7252545764789622,Average,7,Extra Trees
1097,CANTAB_DMS_TotalCorrectAllDelays_RawScore,0.4105631679618395,-0.5609245535240219,Average,7,Extra Trees
1098,WMS_ImmediateStoryRecall_A_RawScore,0.0614940945240631,0.7855509230143807,Average,7,Extra Trees
1099,DKEFS_ColorWordInterference_Switching_RawScore,0.3628431971538792,-0.1722756581016014,Average,7,Extra Trees
1100,CANTAB_PAL_TotalErrors6_RawScore,0.5695339087129776,-0.6561674682812892,Average,7,Extra Trees
1101,CANTAB_SOCP_5MoveITime_RawScore,0.5286484847156008,-0.6051185834765136,Average,7,Extra Trees
1102,WASI_WAIS3_Similarities_RawScore,0.0796936454708238,0.7220166196839357,Average,7,Extra Trees
1103,CANTAB_RVP_ASim357_RawScore,0.5295494332145121,0.1632290318824759,Average,7,Extra Trees
1104,CANTAB_RVP_Latency357246468_RawScore,0.4072997298554894,-1.58989240122748,Average,7,Extra Trees
1105,DigitSymbolCoding,0.234474791607902,0.9525490304550116,Average,7,Extra Trees
1106,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.3726488752457981,-1.773815903822209,Average,7,Extra Trees
1107,CANTAB_IED_ErrorsIDS_RawScore,0.2278558751390708,0.8406848125147992,Average,7,Extra Trees
1108,CaliforniaVLT_FreeRecall_RawScore,0.7416424817473763,-5.909227557386501,Average,7,Extra Trees
1109,WAIS3_DigitSpan_RawScore,0.0550648155037611,0.7554646325858477,Average,7,Extra Trees
1110,CANTAB_SOCP_AMoveISime_RawScore,0.4812721614180045,-1.181668512007057,Average,7,Extra Trees
1111,WMS_TotalRecall_RawScore,0.0984729817163084,0.9278287145424602,Average,7,Extra Trees
1112,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0897731938434598,-0.0175130233238822,Average,7,Extra Trees
1113,WCTS_FailureToMaintain_RawScore,0.6500019493242912,-1.0109695711162678,Average,7,Extra Trees
1114,CANTAB_SOCP_5MoveMoves_RawScore,0.4092639221449128,0.0368949728410352,Average,7,Extra Trees
1115,ReyOCF_Copy_RawScore,0.3251737692524448,-2.163388594789088,Average,7,Extra Trees
1116,UPSAB_Total_RawScore,0.3019334348732807,-1.2271099172350386,Average,7,Extra Trees
1117,Rey_BVMT_LongTerm_RawScore,0.1054918867927511,-0.1815365556876356,Average,7,Extra Trees
1118,CANTAB_ERT_MeanLatency_RawScore,0.6312465421211603,-0.5724320589896714,Average,7,Extra Trees
1119,WCTS_PerservativeError_RawScore,0.2796532649456025,0.8816266350474458,Average,7,Extra Trees
1120,VerbalFluency_Letters,0.2293246101119544,0.901104259884096,Average,7,Extra Trees
1121,CANTAB_IED_TotalErrorsAdjUncompleted_RawScore,0.2919307659622782,0.8750969201779676,Average,7,Extra Trees
1122,CANTAB_IED_StagesCompletedTrials_RawScore,0.4384297402642972,0.2950897091428971,Average,8,Extra Trees
1123,CANTAB_SOCP_AMoveITime_RawScore,0.516207954725622,-0.3111819674288931,Average,8,Extra Trees
1124,GroovedPegs_NDominant_RawScore,0.3575982360746683,0.2328553753770585,Average,8,Extra Trees
1125,CANTAB_RTI_MovementTime_RawScore,0.6161038644134265,0.8379437411431347,Average,8,Extra Trees
1126,WCTS_NumberCategories_RawScore,0.2065682988362114,0.498369820598349,Average,8,Extra Trees
1127,WMS_ImmediateThematicRecall_A_RawScore,0.1540685504574791,-0.3949850903630556,Average,8,Extra Trees
1128,CANTAB_RVP_ASim357246_RawScore,0.4776492741599026,-0.299635425488165,Average,8,Extra Trees
1129,WMS_ImmediateStoryRecall_B_RawScore,0.0654243100942543,0.7287332328338723,Average,8,Extra Trees
1130,WMS_FreeRecall_RawScore,0.1670370471215225,0.8098576425119571,Average,8,Extra Trees
1131,CANTAB_SOCP_5MoveSTime_RawScore,0.5997541632326138,-0.4980853346133784,Average,8,Extra Trees
1132,CANTAB_PAL_TotalErrors8_RawScore,0.3871644728012686,0.3489915321848523,Average,8,Extra Trees
1133,CANTAB_RTI_ReactionTime_RawScore,0.6215244409690625,0.1535636900223121,Average,8,Extra Trees
1134,WASI_WAIS3_MatrixReasoning_RawScore,0.0847423931025365,0.508993197590653,Average,8,Extra Trees
1135,CANTAB_DMS_TotalCorrect_RawScore,0.8112163131457835,0.2380887162688282,Average,8,Extra Trees
1136,GroovedPegs_Dominant_RawScore,0.2950357140878256,0.2389512341071673,Average,8,Extra Trees
1137,Trailmaking_test_part_A,0.1935756184340127,-0.9240530258723276,Average,8,Extra Trees
1138,CANTAB_ERT_PercentCorrect_RawScore,0.6750154313112893,-0.3797600410656998,Average,8,Extra Trees
1139,CANTAB_DMS_TotalCorrectSimultaneous_RawScore,0.5410130899428317,-0.6070829462585776,Average,8,Extra Trees
1140,CANTAB_SWM_Strategy_RawScore,0.19198710384111,-0.736391466676722,Average,8,Extra Trees
1141,CANTAB_RVP_Latency357246_RawScore,0.6453502028766079,-0.24540193004037,Average,8,Extra Trees
1142,MCCB_Mazes_RawScore,0.2793098418974156,-2.1426413920711185,Average,8,Extra Trees
1143,WCTS_PerservativeResponses_RawScore,0.2903255378768133,0.877659220878005,Average,8,Extra Trees
1144,WMS_ImmediateThematicRecall_B_RawScore,0.1484964980289546,-0.2666280726221404,Average,8,Extra Trees
1145,CANTAB_PAL_FirstTrial_RawScore,0.4084560884036373,0.4626760058734914,Average,8,Extra Trees
1146,CANTAB_RTI_ChoiceMovementTime_RawScore,0.5912593465698068,0.8355347131635897,Average,8,Extra Trees
1147,VF_MCCB_BACS_VerbalFluency_RawScore,0.1147967413557122,0.4038706949767287,Average,8,Extra Trees
1148,CANTAB_RTI_ChoiceReactionTime_RawScore,0.5493750427076265,0.335248098230565,Average,8,Extra Trees
1149,CANTAB_SOCP_SolvedMinMoves_RawScore,0.2502752822468441,-0.0639495874536268,Average,8,Extra Trees
1150,CANTAB_SOCP_AMoveMoves_RawScore,0.5588749757741978,0.6539324762005694,Average,8,Extra Trees
1151,CANTAB_DMS_CorrectLatencyAllDelays_RawScore,0.5244206963532929,-0.8351470463787305,Average,8,Extra Trees
1152,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.108390058544503,0.2760957308377357,Average,8,Extra Trees
1153,WASI_WAIS3_BlockDesign_RawScore,0.1372534351053078,0.1631496281253288,Average,8,Extra Trees
1154,CANTAB_RVP_Latency357_RawScore,0.6625997728627231,0.0626775466747183,Average,8,Extra Trees
1155,WAIS3_DigitSpanForward_RawScore,0.1059120492569851,0.2575064301690876,Average,8,Extra Trees
1156,WAIS3_DigitSpanBackwards_RawScore,0.0830020473706986,0.3485540898242034,Average,8,Extra Trees
1157,WAIS3_BACS_SymbolCoding_RawRelative,0.2494387975125989,0.0067687250893284,Average,8,Extra Trees
1158,CVLT_BACS_Verbal_Total_RawScore,0.1635287625032263,0.3597449940419079,Average,8,Extra Trees
1159,DKEFS_ColorWordInterference_Inhibition_RawScore,0.2846879921318659,-0.0697314962629476,Average,8,Extra Trees
1160,HVLT_Total_RawScore,0.0729028610953833,0.4176821782001449,Average,8,Extra Trees
1161,VerbalFluency_Phonemic_RawScore,0.210207319174608,0.903148329193296,Average,8,Extra Trees
1162,WASI_WAIS3_Vocabulary_RawScore,0.0855014251925306,0.7262834607857105,Average,8,Extra Trees
1163,CANTAB_DMS_TotalCorrectAllDelays_RawScore,0.4628892507398361,-0.3775243714314391,Average,8,Extra Trees
1164,WMS_ImmediateStoryRecall_A_RawScore,0.0493317880974959,0.8043186120526574,Average,8,Extra Trees
1165,DKEFS_ColorWordInterference_Switching_RawScore,0.342570684958534,-0.0069300402425309,Average,8,Extra Trees
1166,CANTAB_PAL_TotalErrors6_RawScore,0.5572520170761766,-0.5293371992419247,Average,8,Extra Trees
1167,CANTAB_SOCP_5MoveITime_RawScore,0.5934102478229734,-0.3687756272627092,Average,8,Extra Trees
1168,WASI_WAIS3_Similarities_RawScore,0.0792104684979509,0.715798454855354,Average,8,Extra Trees
1169,CANTAB_RVP_ASim357_RawScore,0.5164334423147319,-0.2637591232798593,Average,8,Extra Trees
1170,CANTAB_RVP_Latency357246468_RawScore,0.4232885055271147,-1.6306412785574915,Average,8,Extra Trees
1171,DigitSymbolCoding,0.2796806535609315,0.9447538892247566,Average,8,Extra Trees
1172,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.3583153488840178,-1.2746981148648886,Average,8,Extra Trees
1173,CANTAB_IED_ErrorsIDS_RawScore,0.2221875348071385,0.847592144371486,Average,8,Extra Trees
1174,CaliforniaVLT_FreeRecall_RawScore,0.7683039278943272,-3.796980112941593,Average,8,Extra Trees
1175,WAIS3_DigitSpan_RawScore,0.0480672474157712,0.7457614180636419,Average,8,Extra Trees
1176,CANTAB_SOCP_AMoveISime_RawScore,0.4715921790260926,-1.6807617691644283,Average,8,Extra Trees
1177,WMS_TotalRecall_RawScore,0.100127512442857,0.9319998195077964,Average,8,Extra Trees
1178,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0755344160454351,-0.0668237790048131,Average,8,Extra Trees
1179,WCTS_FailureToMaintain_RawScore,0.6157314223931682,-1.5681835846015568,Average,8,Extra Trees
1180,CANTAB_SOCP_5MoveMoves_RawScore,0.3764962582864276,0.1365775845448398,Average,8,Extra Trees
1181,ReyOCF_Copy_RawScore,0.4019707546678087,-1.9859624271363756,Average,8,Extra Trees
1182,UPSAB_Total_RawScore,0.2617718158044175,-1.0393772263612338,Average,8,Extra Trees
1183,Rey_BVMT_LongTerm_RawScore,0.1163361422711964,-0.2721420126990124,Average,8,Extra Trees
1184,CANTAB_ERT_MeanLatency_RawScore,0.510696150345856,-0.602544504200522,Average,8,Extra Trees
1185,WCTS_PerservativeError_RawScore,0.3332082429492824,0.8815535008443665,Average,8,Extra Trees
1186,VerbalFluency_Letters,0.2073598910954922,0.9053683064912122,Average,8,Extra Trees
1187,CANTAB_IED_TotalErrorsAdjUncompleted_RawScore,0.3179304451019673,0.869194874799789,Average,8,Extra Trees
1188,CANTAB_IED_StagesCompletedTrials_RawScore,0.4674572828639148,0.2782808013373373,Average,9,Extra Trees
1189,CANTAB_SOCP_AMoveITime_RawScore,0.5323174459823641,-0.1919361244588056,Average,9,Extra Trees
1190,GroovedPegs_NDominant_RawScore,0.3261706018967732,0.2442098553065308,Average,9,Extra Trees
1191,CANTAB_RTI_MovementTime_RawScore,0.6118694302479504,0.7739127744255649,Average,9,Extra Trees
1192,WCTS_NumberCategories_RawScore,0.2134580151910668,0.4663165431043564,Average,9,Extra Trees
1193,WMS_ImmediateThematicRecall_A_RawScore,0.1429440274554173,-0.5669909216865396,Average,9,Extra Trees
1194,CANTAB_RVP_ASim357246_RawScore,0.5311989646410211,-0.155213258224901,Average,9,Extra Trees
1195,WMS_ImmediateStoryRecall_B_RawScore,0.0513104481866316,0.7437036989552499,Average,9,Extra Trees
1196,WMS_FreeRecall_RawScore,0.1492564653569016,0.8026341887701983,Average,9,Extra Trees
1197,CANTAB_SOCP_5MoveSTime_RawScore,0.5303385684513345,-1.1410992968089406,Average,9,Extra Trees
1198,CANTAB_PAL_TotalErrors8_RawScore,0.358925647244822,0.3816406646728046,Average,9,Extra Trees
1199,CANTAB_RTI_ReactionTime_RawScore,0.5984369352997878,0.2400462896691985,Average,9,Extra Trees
1200,WASI_WAIS3_MatrixReasoning_RawScore,0.0745670546594829,0.5302616910778275,Average,9,Extra Trees
1201,CANTAB_DMS_TotalCorrect_RawScore,0.783533510070205,0.2598526774832479,Average,9,Extra Trees
1202,GroovedPegs_Dominant_RawScore,0.2990571763942853,0.1703098197457785,Average,9,Extra Trees
1203,Trailmaking_test_part_A,0.203493808973985,-0.9880450092665538,Average,9,Extra Trees
1204,CANTAB_ERT_PercentCorrect_RawScore,0.5639625469640857,-0.8237374748386321,Average,9,Extra Trees
1205,CANTAB_DMS_TotalCorrectSimultaneous_RawScore,0.5690684451157773,-1.0120267080869207,Average,9,Extra Trees
1206,CANTAB_SWM_Strategy_RawScore,0.1791957340844634,-0.7542664756302906,Average,9,Extra Trees
1207,CANTAB_RVP_Latency357246_RawScore,0.646275705672464,-0.4208387386969423,Average,9,Extra Trees
1208,MCCB_Mazes_RawScore,0.2325911598483666,-2.0094486910216363,Average,9,Extra Trees
1209,WCTS_PerservativeResponses_RawScore,0.2936732622616168,0.8870231545812094,Average,9,Extra Trees
1210,WMS_ImmediateThematicRecall_B_RawScore,0.1491043087495748,-0.2090052876556327,Average,9,Extra Trees
1211,CANTAB_PAL_FirstTrial_RawScore,0.402682795527592,0.6069732500757876,Average,9,Extra Trees
1212,CANTAB_RTI_ChoiceMovementTime_RawScore,0.59275518368996,0.7829600941738997,Average,9,Extra Trees
1213,VF_MCCB_BACS_VerbalFluency_RawScore,0.1111547524843793,0.4238664172672122,Average,9,Extra Trees
1214,CANTAB_RTI_ChoiceReactionTime_RawScore,0.5833964027211282,0.2863048581483588,Average,9,Extra Trees
1215,CANTAB_SOCP_SolvedMinMoves_RawScore,0.2555067340867087,0.0939926444507021,Average,9,Extra Trees
1216,CANTAB_SOCP_AMoveMoves_RawScore,0.6116052122884117,0.7745725195513751,Average,9,Extra Trees
1217,CANTAB_DMS_CorrectLatencyAllDelays_RawScore,0.4756466039433674,-1.417245214728159,Average,9,Extra Trees
1218,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.1078458783631366,0.411876391934489,Average,9,Extra Trees
1219,WASI_WAIS3_BlockDesign_RawScore,0.1240936008976677,0.0250398273894444,Average,9,Extra Trees
1220,CANTAB_RVP_Latency357_RawScore,0.6497656679859405,-0.0929533222624452,Average,9,Extra Trees
1221,WAIS3_DigitSpanForward_RawScore,0.0816192064050983,0.3174773885147377,Average,9,Extra Trees
1222,WAIS3_DigitSpanBackwards_RawScore,0.0617714548140009,0.3496617958324279,Average,9,Extra Trees
1223,WAIS3_BACS_SymbolCoding_RawRelative,0.2400492585282146,0.0798863158806071,Average,9,Extra Trees
1224,CVLT_BACS_Verbal_Total_RawScore,0.1512856670193375,0.3051943683616472,Average,9,Extra Trees
1225,DKEFS_ColorWordInterference_Inhibition_RawScore,0.3133212903274552,0.0556622818447147,Average,9,Extra Trees
1226,HVLT_Total_RawScore,0.0923652363110809,0.3789132946883273,Average,9,Extra Trees
1227,VerbalFluency_Phonemic_RawScore,0.2094262579764545,0.9151347058841504,Average,9,Extra Trees
1228,WASI_WAIS3_Vocabulary_RawScore,0.0956645714085342,0.7300076500877699,Average,9,Extra Trees
1229,CANTAB_DMS_TotalCorrectAllDelays_RawScore,0.5094970109537356,-0.5031671168689889,Average,9,Extra Trees
1230,WMS_ImmediateStoryRecall_A_RawScore,0.0548051473890273,0.7748150667333247,Average,9,Extra Trees
1231,DKEFS_ColorWordInterference_Switching_RawScore,0.3481413300102433,-0.1772725344432943,Average,9,Extra Trees
1232,CANTAB_PAL_TotalErrors6_RawScore,0.5480076168202253,-0.6228130368116098,Average,9,Extra Trees
1233,CANTAB_SOCP_5MoveITime_RawScore,0.5881056260997127,-0.6566821457190581,Average,9,Extra Trees
1234,WASI_WAIS3_Similarities_RawScore,0.0816529414394514,0.7129447586036336,Average,9,Extra Trees
1235,CANTAB_RVP_ASim357_RawScore,0.4894069668699541,0.1565633823418571,Average,9,Extra Trees
1236,CANTAB_RVP_Latency357246468_RawScore,0.4118265366323685,-2.067682373343355,Average,9,Extra Trees
1237,DigitSymbolCoding,0.2571988178308642,0.9448018700366472,Average,9,Extra Trees
1238,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.3417025087793764,-0.9442890730613698,Average,9,Extra Trees
1239,CANTAB_IED_ErrorsIDS_RawScore,0.2441212480278375,0.8351423821452815,Average,9,Extra Trees
1240,CaliforniaVLT_FreeRecall_RawScore,0.7395832725474345,-7.2380815618353616,Average,9,Extra Trees
1241,WAIS3_DigitSpan_RawScore,0.0613481923004288,0.749453477226103,Average,9,Extra Trees
1242,CANTAB_SOCP_AMoveISime_RawScore,0.4613078941187342,-1.4586451262586737,Average,9,Extra Trees
1243,WMS_TotalRecall_RawScore,0.0795997664823967,0.9330396511969614,Average,9,Extra Trees
1244,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0781619995184722,-0.1172750111069154,Average,9,Extra Trees
1245,WCTS_FailureToMaintain_RawScore,0.6549981058110177,-1.2404783263918775,Average,9,Extra Trees
1246,CANTAB_SOCP_5MoveMoves_RawScore,0.4066264299731634,0.1545268248966672,Average,9,Extra Trees
1247,ReyOCF_Copy_RawScore,0.4016940259277142,-1.963623774720547,Average,9,Extra Trees
1248,UPSAB_Total_RawScore,0.2559605875907428,-1.05895997098663,Average,9,Extra Trees
1249,Rey_BVMT_LongTerm_RawScore,0.1175931893738103,-0.100608330456327,Average,9,Extra Trees
1250,CANTAB_ERT_MeanLatency_RawScore,0.48588450644517,-0.3483365638497135,Average,9,Extra Trees
1251,WCTS_PerservativeError_RawScore,0.3117088616479354,0.8712600809660076,Average,9,Extra Trees
1252,VerbalFluency_Letters,0.228076271467455,0.9124128196237312,Average,9,Extra Trees
1253,CANTAB_IED_TotalErrorsAdjUncompleted_RawScore,0.2901722643166101,0.827535152665358,Average,9,Extra Trees
1254,CANTAB_IED_StagesCompletedTrials_RawScore,0.442724439704699,0.0962485059736185,Average,10,Extra Trees
1255,CANTAB_SOCP_AMoveITime_RawScore,0.5417549633096816,-0.0669780567147437,Average,10,Extra Trees
1256,GroovedPegs_NDominant_RawScore,0.3308070665628863,0.2008723004419231,Average,10,Extra Trees
1257,CANTAB_RTI_MovementTime_RawScore,0.5874510475838428,0.8409569336217797,Average,10,Extra Trees
1258,WCTS_NumberCategories_RawScore,0.1555184489091039,0.5120150354836859,Average,10,Extra Trees
1259,WMS_ImmediateThematicRecall_A_RawScore,0.1170357594461907,-0.1629134003286858,Average,10,Extra Trees
1260,CANTAB_RVP_ASim357246_RawScore,0.4757000926222002,-0.2309827916013971,Average,10,Extra Trees
1261,WMS_ImmediateStoryRecall_B_RawScore,0.0651962714371426,0.7531705312791204,Average,10,Extra Trees
1262,WMS_FreeRecall_RawScore,0.1801529978726268,0.7892024920041649,Average,10,Extra Trees
1263,CANTAB_SOCP_5MoveSTime_RawScore,0.5832096576257415,-0.9835703952934094,Average,10,Extra Trees
1264,CANTAB_PAL_TotalErrors8_RawScore,0.3914295406591093,0.1933922071514576,Average,10,Extra Trees
1265,CANTAB_RTI_ReactionTime_RawScore,0.597891753613562,0.17037128927411,Average,10,Extra Trees
1266,WASI_WAIS3_MatrixReasoning_RawScore,0.0716086950258346,0.5274364535628258,Average,10,Extra Trees
1267,CANTAB_DMS_TotalCorrect_RawScore,0.7731815759609573,0.3065326366876347,Average,10,Extra Trees
1268,GroovedPegs_Dominant_RawScore,0.2788454676334196,0.2436745507298731,Average,10,Extra Trees
1269,Trailmaking_test_part_A,0.1932377301112472,-1.063967402410306,Average,10,Extra Trees
1270,CANTAB_ERT_PercentCorrect_RawScore,0.6393237367691353,-0.5487194518404224,Average,10,Extra Trees
1271,CANTAB_DMS_TotalCorrectSimultaneous_RawScore,0.4843395841138702,-0.6726069713764051,Average,10,Extra Trees
1272,CANTAB_SWM_Strategy_RawScore,0.266391689596699,-0.5762739099602461,Average,10,Extra Trees
1273,CANTAB_RVP_Latency357246_RawScore,0.6791068726465206,0.1457828295030206,Average,10,Extra Trees
1274,MCCB_Mazes_RawScore,0.2175289596129677,-2.468056496562147,Average,10,Extra Trees
1275,WCTS_PerservativeResponses_RawScore,0.2981176597416026,0.8852757313533317,Average,10,Extra Trees
1276,WMS_ImmediateThematicRecall_B_RawScore,0.1756988476783132,-0.2997251821039421,Average,10,Extra Trees
1277,CANTAB_PAL_FirstTrial_RawScore,0.3590159013995039,0.4663238526261452,Average,10,Extra Trees
1278,CANTAB_RTI_ChoiceMovementTime_RawScore,0.5534534378394681,0.8369157736530146,Average,10,Extra Trees
1279,VF_MCCB_BACS_VerbalFluency_RawScore,0.1228306221664657,0.5649751613484241,Average,10,Extra Trees
1280,CANTAB_RTI_ChoiceReactionTime_RawScore,0.5939043935930548,0.3177961768398629,Average,10,Extra Trees
1281,CANTAB_SOCP_SolvedMinMoves_RawScore,0.3353386632953227,-0.046393470171351,Average,10,Extra Trees
1282,CANTAB_SOCP_AMoveMoves_RawScore,0.7309688113911009,0.772649851636164,Average,10,Extra Trees
1283,CANTAB_DMS_CorrectLatencyAllDelays_RawScore,0.5328205765191227,-1.3821810546984232,Average,10,Extra Trees
1284,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.1023233708292741,0.4587094435860706,Average,10,Extra Trees
1285,WASI_WAIS3_BlockDesign_RawScore,0.1317870218935992,0.2330766051776555,Average,10,Extra Trees
1286,CANTAB_RVP_Latency357_RawScore,0.6715241536553058,0.112865576932425,Average,10,Extra Trees
1287,WAIS3_DigitSpanForward_RawScore,0.0521552279130712,0.385186336187441,Average,10,Extra Trees
1288,WAIS3_DigitSpanBackwards_RawScore,0.0864241713622792,0.3874404498825881,Average,10,Extra Trees
1289,WAIS3_BACS_SymbolCoding_RawRelative,0.2258316290975057,-0.1051377813865719,Average,10,Extra Trees
1290,CVLT_BACS_Verbal_Total_RawScore,0.122488443918806,0.3425811293607177,Average,10,Extra Trees
1291,DKEFS_ColorWordInterference_Inhibition_RawScore,0.2841615646992442,2.6550515631162952e-05,Average,10,Extra Trees
1292,HVLT_Total_RawScore,0.0864968160748979,0.4464606667913944,Average,10,Extra Trees
1293,VerbalFluency_Phonemic_RawScore,0.2340325408852083,0.8660387959387668,Average,10,Extra Trees
1294,WASI_WAIS3_Vocabulary_RawScore,0.0886024562120837,0.7319861481361711,Average,10,Extra Trees
1295,CANTAB_DMS_TotalCorrectAllDelays_RawScore,0.4659373482133333,-0.9452429979882888,Average,10,Extra Trees
1296,WMS_ImmediateStoryRecall_A_RawScore,0.0622196712490751,0.7729084097469521,Average,10,Extra Trees
1297,DKEFS_ColorWordInterference_Switching_RawScore,0.3539444756233042,-0.1391865658021134,Average,10,Extra Trees
1298,CANTAB_PAL_TotalErrors6_RawScore,0.6224787350838521,-0.4225396292493961,Average,10,Extra Trees
1299,CANTAB_SOCP_5MoveITime_RawScore,0.5713636031606646,-0.8689910613805585,Average,10,Extra Trees
1300,WASI_WAIS3_Similarities_RawScore,0.0736217517347174,0.7184541194977988,Average,10,Extra Trees
1301,CANTAB_RVP_ASim357_RawScore,0.4842563107830296,-0.0233441482554308,Average,10,Extra Trees
1302,CANTAB_RVP_Latency357246468_RawScore,0.4869786141076272,-1.7872822866902478,Average,10,Extra Trees
1303,DigitSymbolCoding,0.2661689154721774,0.931670312810961,Average,10,Extra Trees
