,variable,Frobenius,Correlation,seed,num_samples,overlap,noise (%),missingness,algorithm
2123,13,0.9753367240062414,0.991920217224533,,100,4,10.0,noise,AutoComplete
2124,14,1.0154171737485702,0.9911692542083648,,100,4,10.0,noise,AutoComplete
2125,15,1.0560387248146503,0.990535394527822,,100,4,10.0,noise,AutoComplete
2126,16,0.9570559333117292,0.992158931723061,,100,4,10.0,noise,AutoComplete
2127,17,0.9297640047429624,0.9926290821219528,,100,4,10.0,noise,AutoComplete
2128,18,1.0732529523686294,0.9901542689404472,,100,4,10.0,noise,AutoComplete
2129,19,0.9632397924617478,0.9921602148181182,,100,4,10.0,noise,AutoComplete
2140,10,6.779688937072498,0.6146912472415056,,100,4,10.0,blocks,AutoComplete
2141,11,6.496353088301287,0.6382396401940749,,100,4,10.0,blocks,AutoComplete
2142,12,6.733461546225174,0.6012142978121402,,100,4,10.0,blocks,AutoComplete
2143,13,6.2026559076337895,0.6689425832778663,,100,4,10.0,blocks,AutoComplete
2144,14,7.297805452124752,0.5253915822234664,,100,4,10.0,blocks,AutoComplete
2145,15,6.848618223316631,0.5917237230118751,,100,4,10.0,blocks,AutoComplete
2146,16,6.764253080342233,0.601056508030087,,100,4,10.0,blocks,AutoComplete
2147,17,7.0660369881575855,0.5741189664404224,,100,4,10.0,blocks,AutoComplete
2148,18,6.980908378888832,0.5878414414433436,,100,4,10.0,blocks,AutoComplete
2149,19,6.7368719867411455,0.602840351381085,,100,4,10.0,blocks,AutoComplete
2220,10,8.306244680089623,0.3892460640119528,,100,4,10.0,noise-blocks-dependence,AutoComplete
2221,11,7.103936666442468,0.5274885572061343,,100,4,10.0,noise-blocks-dependence,AutoComplete
2222,12,7.24049506614397,0.5229939854372889,,100,4,10.0,noise-blocks-dependence,AutoComplete
2223,13,7.125176608062191,0.5154885171711026,,100,4,10.0,noise-blocks-dependence,AutoComplete
2224,14,7.390189107416757,0.4929745370741215,,100,4,10.0,noise-blocks-dependence,AutoComplete
2225,15,7.5930163560148465,0.4712012512815902,,100,4,10.0,noise-blocks-dependence,AutoComplete
2226,16,6.998227180367644,0.533536060098562,,100,4,10.0,noise-blocks-dependence,AutoComplete
2227,17,7.89618139349269,0.423465852426825,,100,4,10.0,noise-blocks-dependence,AutoComplete
2228,18,7.682931890507085,0.4420676632537824,,100,4,10.0,noise-blocks-dependence,AutoComplete
2229,19,7.338671344589525,0.506182983647376,,100,4,10.0,noise-blocks-dependence,AutoComplete
2240,10,2.0448449635327983,0.965029858730494,,100,4,30.0,noise,AutoComplete
2241,11,2.2514651148419595,0.9574389728705792,,100,4,30.0,noise,AutoComplete
2242,12,2.06714742320237,0.9640550352248928,,100,4,30.0,noise,AutoComplete
2243,13,2.267886142660454,0.9569565637083404,,100,4,30.0,noise,AutoComplete
2244,14,2.1832458094336715,0.9606047574595928,,100,4,30.0,noise,AutoComplete
2245,15,2.153968806467093,0.962834595823447,,100,4,30.0,noise,AutoComplete
2246,16,2.250190413214804,0.9577528637465172,,100,4,30.0,noise,AutoComplete
2247,17,2.2296288198867926,0.9584150138080496,,100,4,30.0,noise,AutoComplete
2248,18,2.2413966195507755,0.958045281244249,,100,4,30.0,noise,AutoComplete
2249,19,2.0362928442656547,0.9661534352552203,,100,4,30.0,noise,AutoComplete
2260,10,7.267267952335851,0.5338320550294325,,100,4,30.0,blocks,AutoComplete
2261,11,7.591775837986885,0.4738961336767284,,100,4,30.0,blocks,AutoComplete
2262,12,7.813440781952696,0.4383967337860294,,100,4,30.0,blocks,AutoComplete
2263,13,7.004135039827874,0.5791664178155443,,100,4,30.0,blocks,AutoComplete
2264,14,7.400910660130944,0.5272691554851338,,100,4,30.0,blocks,AutoComplete
2265,15,6.715806083261449,0.6083061919232625,,100,4,30.0,blocks,AutoComplete
2266,16,7.281359171763397,0.5231082185674752,,100,4,30.0,blocks,AutoComplete
2267,17,7.051153536835191,0.5777585629318321,,100,4,30.0,blocks,AutoComplete
2268,18,7.440208693598998,0.4903592400578373,,100,4,30.0,blocks,AutoComplete
2269,19,7.634483501488418,0.4693904827648666,,100,4,30.0,blocks,AutoComplete
2340,10,8.44535088415199,0.3859861120696829,,100,4,30.0,noise-blocks-dependence,AutoComplete
2341,11,7.701325778088909,0.4709580125270833,,100,4,30.0,noise-blocks-dependence,AutoComplete
2342,12,7.511387022393936,0.4643886365496528,,100,4,30.0,noise-blocks-dependence,AutoComplete
2343,13,8.12873955876189,0.3649615705309217,,100,4,30.0,noise-blocks-dependence,AutoComplete
2344,14,7.738375011123608,0.4354500475535569,,100,4,30.0,noise-blocks-dependence,AutoComplete
2345,15,7.974673817776377,0.4230336205620706,,100,4,30.0,noise-blocks-dependence,AutoComplete
2346,16,7.718278855683122,0.4657475470265837,,100,4,30.0,noise-blocks-dependence,AutoComplete
2347,17,7.897060292416098,0.4193088554661564,,100,4,30.0,noise-blocks-dependence,AutoComplete
2348,18,7.708819102380528,0.4581064018237555,,100,4,30.0,noise-blocks-dependence,AutoComplete
2349,19,8.387695280057194,0.3719790039441712,,100,4,30.0,noise-blocks-dependence,AutoComplete
2360,10,3.671386717326856,0.8867648461059434,,100,4,50.0,noise,AutoComplete
2361,11,3.875372804660957,0.8734214256940064,,100,4,50.0,noise,AutoComplete
2362,12,3.624298677543326,0.8896169409840236,,100,4,50.0,noise,AutoComplete
2363,13,3.675931904870845,0.8853832070355503,,100,4,50.0,noise,AutoComplete
2364,14,3.859417606483313,0.8751013833871835,,100,4,50.0,noise,AutoComplete
2365,15,3.824440153197926,0.8789173024646576,,100,4,50.0,noise,AutoComplete
2366,16,3.530954979476057,0.8917177812537386,,100,4,50.0,noise,AutoComplete
2367,17,3.682741958949205,0.8857971434295322,,100,4,50.0,noise,AutoComplete
2368,18,3.836343719762156,0.8714210079614146,,100,4,50.0,noise,AutoComplete
2369,19,3.692121386219752,0.8852585343329831,,100,4,50.0,noise,AutoComplete
2380,10,7.636991407255013,0.4806309886287024,,100,4,50.0,blocks,AutoComplete
2381,11,7.332740638581306,0.5600625078736472,,100,4,50.0,blocks,AutoComplete
2382,12,7.249656906665607,0.5462845763080193,,100,4,50.0,blocks,AutoComplete
2383,13,7.445092149903295,0.531798254257609,,100,4,50.0,blocks,AutoComplete
2384,14,7.838353156249785,0.466226210108369,,100,4,50.0,blocks,AutoComplete
2385,15,7.795601741420185,0.4843778355364093,,100,4,50.0,blocks,AutoComplete
2386,16,6.973974809379752,0.5746380108971182,,100,4,50.0,blocks,AutoComplete
2387,17,7.344934590359682,0.5415043294804398,,100,4,50.0,blocks,AutoComplete
2388,18,6.988714678379794,0.5502542737959679,,100,4,50.0,blocks,AutoComplete
2389,19,7.73492047517433,0.4816261435759301,,100,4,50.0,blocks,AutoComplete
2460,10,8.145665160680004,0.4081186996453617,,100,4,50.0,noise-blocks-dependence,AutoComplete
2461,11,7.594893376951011,0.465952676186852,,100,4,50.0,noise-blocks-dependence,AutoComplete
2462,12,7.724119122204769,0.429808352520826,,100,4,50.0,noise-blocks-dependence,AutoComplete
2463,13,7.963500949066732,0.4285920574738518,,100,4,50.0,noise-blocks-dependence,AutoComplete
2464,14,8.14500881684737,0.3926048448865423,,100,4,50.0,noise-blocks-dependence,AutoComplete
2465,15,8.650860822618057,0.3774463836233915,,100,4,50.0,noise-blocks-dependence,AutoComplete
2466,16,7.83280257612303,0.4435312836731137,,100,4,50.0,noise-blocks-dependence,AutoComplete
2467,17,8.702452172229387,0.3267355332051578,,100,4,50.0,noise-blocks-dependence,AutoComplete
2468,18,8.30773475813922,0.3854256611988109,,100,4,50.0,noise-blocks-dependence,AutoComplete
2469,19,8.429211860888433,0.3782992177186119,,100,4,50.0,noise-blocks-dependence,AutoComplete
2600,10,0.8569374450371361,0.9944030327361696,,100,10,10.0,noise,AutoComplete
2601,11,0.9551593794744436,0.9930670683272164,,100,10,10.0,noise,AutoComplete
2602,12,0.903749460823743,0.9937794367081122,,100,10,10.0,noise,AutoComplete
2603,13,1.0651951040255052,0.991475072831751,,100,10,10.0,noise,AutoComplete
2604,14,0.931150822375618,0.9933979952846184,,100,10,10.0,noise,AutoComplete
2605,15,0.9304647679326078,0.9934525523371948,,100,10,10.0,noise,AutoComplete
2606,16,0.944166282006544,0.9931959184202634,,100,10,10.0,noise,AutoComplete
2607,17,1.0345354869471417,0.9917907582028592,,100,10,10.0,noise,AutoComplete
2608,18,0.9879443795734544,0.9925748785950024,,100,10,10.0,noise,AutoComplete
2609,19,0.8925667534661095,0.9939849845703764,,100,10,10.0,noise,AutoComplete
2620,10,5.574460344080163,0.7473474096168709,,100,10,10.0,blocks,AutoComplete
2621,11,6.783147689444871,0.6054683629157264,,100,10,10.0,blocks,AutoComplete
2622,12,6.106316757247665,0.6898927534655793,,100,10,10.0,blocks,AutoComplete
2623,13,6.582186305876721,0.6431883358430877,,100,10,10.0,blocks,AutoComplete
2624,14,6.448074323607751,0.6493688929734286,,100,10,10.0,blocks,AutoComplete
2625,15,7.087332101873936,0.5894027162779154,,100,10,10.0,blocks,AutoComplete
2626,16,6.569228853729829,0.6561140538472392,,100,10,10.0,blocks,AutoComplete
2627,17,6.208936484648592,0.6845171062016331,,100,10,10.0,blocks,AutoComplete
2628,18,5.97584025800747,0.7035049358221346,,100,10,10.0,blocks,AutoComplete
2629,19,7.0434054412427365,0.589202902593064,,100,10,10.0,blocks,AutoComplete
2700,10,7.77797709526259,0.4958818382956278,,100,10,10.0,noise-blocks-dependence,AutoComplete
2701,11,6.237190260972263,0.6687020290506468,,100,10,10.0,noise-blocks-dependence,AutoComplete
2702,12,6.971040536891272,0.5740334180819241,,100,10,10.0,noise-blocks-dependence,AutoComplete
2703,13,6.4926456318518015,0.652287625093763,,100,10,10.0,noise-blocks-dependence,AutoComplete
2704,14,6.65261426893533,0.6304162743223805,,100,10,10.0,noise-blocks-dependence,AutoComplete
2705,15,6.968210512854324,0.5976171178304318,,100,10,10.0,noise-blocks-dependence,AutoComplete
2706,16,7.083901320467748,0.5895018086766987,,100,10,10.0,noise-blocks-dependence,AutoComplete
2707,17,7.3115283306539505,0.5464286353724186,,100,10,10.0,noise-blocks-dependence,AutoComplete
2708,18,7.693583721346743,0.5249407356671576,,100,10,10.0,noise-blocks-dependence,AutoComplete
2709,19,7.082316500851935,0.5744370904758124,,100,10,10.0,noise-blocks-dependence,AutoComplete
2720,10,2.1843326141085617,0.9644761790996984,,100,10,30.0,noise,AutoComplete
2721,11,2.160205856270176,0.9635862788833962,,100,10,30.0,noise,AutoComplete
2722,12,1.9878277543701577,0.969315518542393,,100,10,30.0,noise,AutoComplete
2723,13,2.111646069279652,0.965623179582528,,100,10,30.0,noise,AutoComplete
2724,14,2.226144532230116,0.9618382148735182,,100,10,30.0,noise,AutoComplete
2725,15,2.1709472176089486,0.963100525687974,,100,10,30.0,noise,AutoComplete
2726,16,1.9955109488686515,0.9690862656169476,,100,10,30.0,noise,AutoComplete
2727,17,2.096428890953869,0.9658707047621956,,100,10,30.0,noise,AutoComplete
2728,18,2.2137779669495514,0.9621145756308416,,100,10,30.0,noise,AutoComplete
2729,19,2.287435061026261,0.9599037100921968,,100,10,30.0,noise,AutoComplete
2740,10,6.898386868999842,0.5747725211856634,,100,10,30.0,blocks,AutoComplete
2741,11,6.338137103004371,0.6355844962460422,,100,10,30.0,blocks,AutoComplete
2742,12,6.741807293817667,0.6025279313535264,,100,10,30.0,blocks,AutoComplete
2743,13,5.617215000969249,0.7352305717525306,,100,10,30.0,blocks,AutoComplete
2744,14,6.24088486268087,0.6590938711135536,,100,10,30.0,blocks,AutoComplete
2745,15,6.543441518868641,0.621311913515896,,100,10,30.0,blocks,AutoComplete
2746,16,6.01253349786845,0.675164678323503,,100,10,30.0,blocks,AutoComplete
2747,17,6.552245340323076,0.6112748607738601,,100,10,30.0,blocks,AutoComplete
2748,18,6.663977552815119,0.5893817605461752,,100,10,30.0,blocks,AutoComplete
2749,19,6.242150194829308,0.6392225332125067,,100,10,30.0,blocks,AutoComplete
2820,10,6.828461977415415,0.6147123576650974,,100,10,30.0,noise-blocks-dependence,AutoComplete
2821,11,7.151831113496129,0.5671117899531614,,100,10,30.0,noise-blocks-dependence,AutoComplete
2822,12,7.063146889898452,0.5772082745087869,,100,10,30.0,noise-blocks-dependence,AutoComplete
2823,13,7.048643571858543,0.560380792841186,,100,10,30.0,noise-blocks-dependence,AutoComplete
2824,14,7.366614358232713,0.5097560431379532,,100,10,30.0,noise-blocks-dependence,AutoComplete
2825,15,8.065242869057883,0.4878069885759207,,100,10,30.0,noise-blocks-dependence,AutoComplete
2826,16,8.037688549781974,0.4516640860528753,,100,10,30.0,noise-blocks-dependence,AutoComplete
2827,17,7.134094858070061,0.5588064130699834,,100,10,30.0,noise-blocks-dependence,AutoComplete
2828,18,7.566658889975733,0.4976886195750718,,100,10,30.0,noise-blocks-dependence,AutoComplete
2829,19,7.444261672915881,0.5075413002347751,,100,10,30.0,noise-blocks-dependence,AutoComplete
2840,10,3.888214508998365,0.8883962101138339,,100,10,50.0,noise,AutoComplete
2841,11,3.754472660699365,0.8939049675426705,,100,10,50.0,noise,AutoComplete
2842,12,3.899179584563757,0.8827375735234341,,100,10,50.0,noise,AutoComplete
2843,13,4.104619292102191,0.8694471191634835,,100,10,50.0,noise,AutoComplete
2844,14,3.4831917059240225,0.9133323711232316,,100,10,50.0,noise,AutoComplete
2845,15,3.955184651387805,0.8814212742253945,,100,10,50.0,noise,AutoComplete
2846,16,3.712763406386535,0.8913388460491187,,100,10,50.0,noise,AutoComplete
2847,17,3.826667695936781,0.8849416236140665,,100,10,50.0,noise,AutoComplete
2848,18,4.103161966592974,0.8673170869425852,,100,10,50.0,noise,AutoComplete
2849,19,3.714832124745074,0.8962089068448189,,100,10,50.0,noise,AutoComplete
2860,10,6.748383524204638,0.6172883491775597,,100,10,50.0,blocks,AutoComplete
2861,11,6.115869914384974,0.6673197058164162,,100,10,50.0,blocks,AutoComplete
2862,12,6.467756142964985,0.6295832751777285,,100,10,50.0,blocks,AutoComplete
2863,13,5.990578504212393,0.6852984467740246,,100,10,50.0,blocks,AutoComplete
2864,14,6.604838232215949,0.6303627158658875,,100,10,50.0,blocks,AutoComplete
2865,15,5.932645852621259,0.70460867867156,,100,10,50.0,blocks,AutoComplete
2866,16,5.467889995432384,0.7372206622996342,,100,10,50.0,blocks,AutoComplete
2867,17,6.015727214003548,0.6912634354070523,,100,10,50.0,blocks,AutoComplete
2868,18,6.211628393785374,0.6722064595526979,,100,10,50.0,blocks,AutoComplete
2869,19,6.326134945579528,0.6493194563408695,,100,10,50.0,blocks,AutoComplete
2940,10,8.092225430167124,0.4583141027221216,,100,10,50.0,noise-blocks-dependence,AutoComplete
2941,11,7.614357647887361,0.4881390047890642,,100,10,50.0,noise-blocks-dependence,AutoComplete
2942,12,8.07303854980488,0.4547845569110351,,100,10,50.0,noise-blocks-dependence,AutoComplete
2943,13,7.24064838985308,0.5510467191081326,,100,10,50.0,noise-blocks-dependence,AutoComplete
2944,14,6.772503752628588,0.6076535499987417,,100,10,50.0,noise-blocks-dependence,AutoComplete
2945,15,7.845000486880569,0.473134018873531,,100,10,50.0,noise-blocks-dependence,AutoComplete
2946,16,7.142177537405988,0.5564659982536744,,100,10,50.0,noise-blocks-dependence,AutoComplete
2947,17,7.5976967124566785,0.5103235236197049,,100,10,50.0,noise-blocks-dependence,AutoComplete
2948,18,8.317441562230874,0.3922182438522262,,100,10,50.0,noise-blocks-dependence,AutoComplete
2949,19,7.203211648553046,0.546214996062448,,100,10,50.0,noise-blocks-dependence,AutoComplete
3100,10,1.161042733447566,0.9891936185721232,,100,20,10.0,noise,AutoComplete
3101,11,0.9306239676496854,0.9930211951545284,,100,20,10.0,noise,AutoComplete
3102,12,0.9919069684915393,0.9920595763049908,,100,20,10.0,noise,AutoComplete
3103,13,1.0828987623627884,0.9906165565915102,,100,20,10.0,noise,AutoComplete
3104,14,1.0692132776637844,0.99101548755505,,100,20,10.0,noise,AutoComplete
3105,15,1.012521975325955,0.9918137925626628,,100,20,10.0,noise,AutoComplete
3106,16,1.035696334909652,0.9913657206568486,,100,20,10.0,noise,AutoComplete
3107,17,0.9911721559248726,0.9920752927276396,,100,20,10.0,noise,AutoComplete
3108,18,1.0634766717670647,0.9908617359372708,,100,20,10.0,noise,AutoComplete
3109,19,0.9975354330847572,0.9920081421060876,,100,20,10.0,noise,AutoComplete
3120,10,5.025857720840215,0.7934392511414164,,100,20,10.0,blocks,AutoComplete
3121,11,4.631819668873981,0.8240749002161567,,100,20,10.0,blocks,AutoComplete
3122,12,4.782409990738502,0.8026735388506684,,100,20,10.0,blocks,AutoComplete
3123,13,4.752217804289598,0.8084121831084679,,100,20,10.0,blocks,AutoComplete
3124,14,5.789455431423502,0.7147471453247018,,100,20,10.0,blocks,AutoComplete
3125,15,5.805598058676513,0.7177210480056586,,100,20,10.0,blocks,AutoComplete
3126,16,4.616951439928861,0.8297365551877953,,100,20,10.0,blocks,AutoComplete
3127,17,5.120025105871711,0.7715812673475498,,100,20,10.0,blocks,AutoComplete
3128,18,4.878481628313125,0.7972569850529152,,100,20,10.0,blocks,AutoComplete
3129,19,5.515464516169149,0.7378440862397118,,100,20,10.0,blocks,AutoComplete
3200,10,5.562912029122695,0.7405407846148748,,100,20,10.0,noise-blocks-dependence,AutoComplete
3201,11,4.95208796806493,0.7896180601262668,,100,20,10.0,noise-blocks-dependence,AutoComplete
3202,12,5.733883521111812,0.7220566236002687,,100,20,10.0,noise-blocks-dependence,AutoComplete
3203,13,4.891032627944363,0.796918242526284,,100,20,10.0,noise-blocks-dependence,AutoComplete
3204,14,5.0176632225497535,0.7858984420375559,,100,20,10.0,noise-blocks-dependence,AutoComplete
3205,15,5.903031918880792,0.7080857879890315,,100,20,10.0,noise-blocks-dependence,AutoComplete
3206,16,5.222978868918635,0.7838322005346884,,100,20,10.0,noise-blocks-dependence,AutoComplete
3207,17,5.079415586094522,0.7857280701654675,,100,20,10.0,noise-blocks-dependence,AutoComplete
3208,18,5.887111226830817,0.7053585370990352,,100,20,10.0,noise-blocks-dependence,AutoComplete
3209,19,5.615456152279206,0.7364560746881068,,100,20,10.0,noise-blocks-dependence,AutoComplete
3220,10,1.9954556849613925,0.9677941556944653,,100,20,30.0,noise,AutoComplete
3221,11,2.313019018317582,0.9563947534603212,,100,20,30.0,noise,AutoComplete
3222,12,1.9858854777813169,0.968045173663684,,100,20,30.0,noise,AutoComplete
3223,13,1.9763760014471443,0.9681697275890836,,100,20,30.0,noise,AutoComplete
3224,14,2.088305772169567,0.9651179854548462,,100,20,30.0,noise,AutoComplete
3225,15,2.032128757130366,0.9666345746997546,,100,20,30.0,noise,AutoComplete
3226,16,1.957628946125049,0.9693892807749608,,100,20,30.0,noise,AutoComplete
3227,17,2.1741140640888164,0.9613837205528546,,100,20,30.0,noise,AutoComplete
3228,18,2.1246167321258698,0.9633080286447944,,100,20,30.0,noise,AutoComplete
3229,19,2.0469400313376376,0.9660918457738602,,100,20,30.0,noise,AutoComplete
3240,10,5.112116919795603,0.7672055683286508,,100,20,30.0,blocks,AutoComplete
3241,11,5.837160959003149,0.701970522361522,,100,20,30.0,blocks,AutoComplete
3242,12,5.502933515382305,0.7312595501481346,,100,20,30.0,blocks,AutoComplete
3243,13,4.777966913661595,0.7945452077474789,,100,20,30.0,blocks,AutoComplete
3244,14,5.114534280472637,0.7662881924144058,,100,20,30.0,blocks,AutoComplete
3245,15,5.05496961034547,0.7762920159257841,,100,20,30.0,blocks,AutoComplete
3246,16,4.797415060753881,0.7991595458181509,,100,20,30.0,blocks,AutoComplete
3247,17,5.746377671413571,0.720829254531871,,100,20,30.0,blocks,AutoComplete
3248,18,5.354302264935827,0.7393780076935543,,100,20,30.0,blocks,AutoComplete
3249,19,5.920328365186562,0.6992992700126557,,100,20,30.0,blocks,AutoComplete
3320,10,5.602449214609952,0.7445980363217037,,100,20,30.0,noise-blocks-dependence,AutoComplete
3321,11,5.33242267374938,0.7535340791106193,,100,20,30.0,noise-blocks-dependence,AutoComplete
3322,12,5.894843060865201,0.697904287737743,,100,20,30.0,noise-blocks-dependence,AutoComplete
3323,13,5.515136878058465,0.7493217452407037,,100,20,30.0,noise-blocks-dependence,AutoComplete
3324,14,4.91866616203001,0.7939252747980344,,100,20,30.0,noise-blocks-dependence,AutoComplete
3325,15,5.409406986952494,0.7565680222819038,,100,20,30.0,noise-blocks-dependence,AutoComplete
3326,16,6.33465097431259,0.6570599290489478,,100,20,30.0,noise-blocks-dependence,AutoComplete
3327,17,5.913980812695258,0.6966439019476254,,100,20,30.0,noise-blocks-dependence,AutoComplete
3328,18,5.717077298768673,0.7239622304625727,,100,20,30.0,noise-blocks-dependence,AutoComplete
3329,19,5.890065800160192,0.7039832878826442,,100,20,30.0,noise-blocks-dependence,AutoComplete
3340,10,3.5538164939605146,0.8952377966388898,,100,20,50.0,noise,AutoComplete
3341,11,3.652971465137378,0.8905197850101231,,100,20,50.0,noise,AutoComplete
3342,12,3.674709610065076,0.8875546408148022,,100,20,50.0,noise,AutoComplete
3343,13,3.726915617544952,0.8854946542763679,,100,20,50.0,noise,AutoComplete
3344,14,4.048142381163816,0.8644752180265558,,100,20,50.0,noise,AutoComplete
3345,15,3.851744817818498,0.8794158503667029,,100,20,50.0,noise,AutoComplete
3346,16,3.774668053171245,0.8816840642011851,,100,20,50.0,noise,AutoComplete
3347,17,3.6249097548108753,0.8943811694063674,,100,20,50.0,noise,AutoComplete
3348,18,4.1557843539672925,0.8532258334345726,,100,20,50.0,noise,AutoComplete
3349,19,3.656284032474852,0.8915560208002673,,100,20,50.0,noise,AutoComplete
3360,10,5.056608228661514,0.7778627850923233,,100,20,50.0,blocks,AutoComplete
3361,11,4.911018384796895,0.7956812773728364,,100,20,50.0,blocks,AutoComplete
3362,12,5.135176329047329,0.781879225052866,,100,20,50.0,blocks,AutoComplete
3363,13,4.855066256053604,0.7998551347457852,,100,20,50.0,blocks,AutoComplete
3364,14,5.785909853381101,0.7085463177597061,,100,20,50.0,blocks,AutoComplete
3365,15,4.56691430257243,0.8212076339063976,,100,20,50.0,blocks,AutoComplete
3366,16,5.071139636569087,0.7773233358800608,,100,20,50.0,blocks,AutoComplete
3367,17,5.1554212744691,0.7571827182953812,,100,20,50.0,blocks,AutoComplete
3368,18,4.633361123126323,0.806139388300306,,100,20,50.0,blocks,AutoComplete
3369,19,5.555293732260112,0.7337291589663495,,100,20,50.0,blocks,AutoComplete
3420,10,6.548558914530153,0.6635646229819551,,100,20,50.0,noise-blocks-dependence,AutoComplete
3421,11,5.3936252261461775,0.7623068966644198,,100,20,50.0,noise-blocks-dependence,AutoComplete
3422,12,6.117907817412335,0.6852742813702989,,100,20,50.0,noise-blocks-dependence,AutoComplete
3423,13,6.100284092068533,0.6931476570150042,,100,20,50.0,noise-blocks-dependence,AutoComplete
3424,14,6.569998400941778,0.6455471986817952,,100,20,50.0,noise-blocks-dependence,AutoComplete
3425,15,6.462875857092506,0.6746268347609776,,100,20,50.0,noise-blocks-dependence,AutoComplete
3426,16,6.569177139195738,0.6339066926354537,,100,20,50.0,noise-blocks-dependence,AutoComplete
3427,17,6.968925711834272,0.6187539716893348,,100,20,50.0,noise-blocks-dependence,AutoComplete
3428,18,7.073871649680166,0.5832545138490614,,100,20,50.0,noise-blocks-dependence,AutoComplete
3429,19,6.70536991949962,0.633905358268801,,100,20,50.0,noise-blocks-dependence,AutoComplete
3560,10,0.5006331835108663,0.9988812520543312,,1000,4,10.0,noise,AutoComplete
3561,11,0.5478135188432487,0.9988102437441246,,1000,4,10.0,noise,AutoComplete
3562,12,0.5419436481247336,0.9988506569776516,,1000,4,10.0,noise,AutoComplete
3563,13,0.5016887426077727,0.9988488134450488,,1000,4,10.0,noise,AutoComplete
3564,14,0.5088410800727384,0.9988550484046332,,1000,4,10.0,noise,AutoComplete
3565,15,0.5450502117675491,0.9988868005033944,,1000,4,10.0,noise,AutoComplete
3566,16,0.5302539764556574,0.998794255917293,,1000,4,10.0,noise,AutoComplete
3567,17,0.5291959273394946,0.998810399500757,,1000,4,10.0,noise,AutoComplete
3568,18,0.5113598465585202,0.9988438149001562,,1000,4,10.0,noise,AutoComplete
3569,19,0.5205040166621792,0.9987838263841404,,1000,4,10.0,noise,AutoComplete
3580,10,6.823238192870561,0.5726531471887932,,1000,4,10.0,blocks,AutoComplete
3581,11,7.211740708951914,0.5102812599623741,,1000,4,10.0,blocks,AutoComplete
3582,12,7.09847656523911,0.529160121336729,,1000,4,10.0,blocks,AutoComplete
3583,13,7.401086945943571,0.4656513722372641,,1000,4,10.0,blocks,AutoComplete
3584,14,6.801379048695347,0.5601813823088657,,1000,4,10.0,blocks,AutoComplete
3585,15,7.405430388031134,0.522751353162228,,1000,4,10.0,blocks,AutoComplete
3586,16,5.869564867240023,0.6771139091749584,,1000,4,10.0,blocks,AutoComplete
3587,17,7.810378075185651,0.455388428328222,,1000,4,10.0,blocks,AutoComplete
3588,18,7.841106581353125,0.4246710563531817,,1000,4,10.0,blocks,AutoComplete
3589,19,7.740424302734493,0.4918280679962566,,1000,4,10.0,blocks,AutoComplete
3660,10,7.082813805672854,0.5303933654110075,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3661,11,7.556820540713952,0.4892081097148513,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3662,12,7.732675438116701,0.4490390954264903,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3663,13,7.03072410191802,0.5300907095035989,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3664,14,6.742087185049633,0.5901368673245021,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3665,15,6.369013140765143,0.6155542659874257,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3666,16,8.008461145683118,0.4485667607686932,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3667,17,7.133597567467528,0.5171699510039202,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3668,18,6.220623275383267,0.6560146390457148,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3669,19,7.015142261319767,0.5380766540613978,,1000,4,10.0,noise-blocks-dependence,AutoComplete
3680,10,1.160164727365029,0.9950855493537016,,1000,4,30.0,noise,AutoComplete
3681,11,1.1323804445590904,0.9949459028178476,,1000,4,30.0,noise,AutoComplete
3682,12,1.260745490978923,0.9948012990833404,,1000,4,30.0,noise,AutoComplete
3683,13,1.2330425937382965,0.9950550723850652,,1000,4,30.0,noise,AutoComplete
3684,14,1.2134148820053836,0.9951412523876672,,1000,4,30.0,noise,AutoComplete
3685,15,1.1456577355517397,0.9948851467964602,,1000,4,30.0,noise,AutoComplete
3686,16,1.1345295747215254,0.99497271975053,,1000,4,30.0,noise,AutoComplete
3687,17,1.2175944514838803,0.9947106161255574,,1000,4,30.0,noise,AutoComplete
3688,18,1.2260968307497089,0.9948702247800016,,1000,4,30.0,noise,AutoComplete
3689,19,1.2450459184512648,0.9948325442276886,,1000,4,30.0,noise,AutoComplete
3700,10,7.086931893510284,0.5216493154258028,,1000,4,30.0,blocks,AutoComplete
3701,11,6.711615505508041,0.5931409118741993,,1000,4,30.0,blocks,AutoComplete
3702,12,6.59079164064338,0.5659002175022323,,1000,4,30.0,blocks,AutoComplete
3703,13,6.760915119097408,0.5327084155071208,,1000,4,30.0,blocks,AutoComplete
3704,14,7.329345190041491,0.5244361536601013,,1000,4,30.0,blocks,AutoComplete
3705,15,6.520030531572526,0.6119318261169344,,1000,4,30.0,blocks,AutoComplete
3706,16,6.787661998271048,0.5661789092070597,,1000,4,30.0,blocks,AutoComplete
3707,17,6.471272152464641,0.6128375385075167,,1000,4,30.0,blocks,AutoComplete
3708,18,6.745014104836928,0.5525475580036536,,1000,4,30.0,blocks,AutoComplete
