,variable,1-JS Divergence,1-NMSE,site,seed,algorithm
1377,Trailmaking_test_part_A,0.8465164546221625,-0.4971471852013427,Average,8,Hierarchical approach
1378,WCTS_FailureToMaintain_RawScore,0.9641532230294604,-0.1311983471074378,Average,8,Hierarchical approach
1379,CaliforniaVLT_FreeRecall_RawScore,0.971941051260788,-0.3136403127715028,Average,8,Hierarchical approach
1380,WMS_ImmediateStoryRecall_A_RawScore,0.9539256785415012,0.8269721788718638,Average,8,Hierarchical approach
1381,HVLT_Total_RawScore,0.9302477731207908,0.043237154579899,Average,8,Hierarchical approach
1382,WCTS_PerservativeResponses_RawScore,0.8999349911045693,0.8797358985830204,Average,8,Hierarchical approach
1383,ReyOCF_Copy_RawScore,0.930497966335691,-0.8733573096287475,Average,8,Hierarchical approach
1384,WAIS3_DigitSpanBackwards_RawScore,0.967010385516184,0.2876535574483585,Average,8,Hierarchical approach
1385,WCTS_PerservativeError_RawScore,0.9081251778695366,0.8856107533726709,Average,8,Hierarchical approach
1386,WASI_MatrixReasoning_RawScore,0.936942480891364,-0.3842414530313172,Average,8,Hierarchical approach
1387,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.9308667654397178,0.1317614484156299,Average,8,Hierarchical approach
1388,WCTS_NumberCategories_RawScore,0.953695501658652,0.3639377672103789,Average,8,Hierarchical approach
1389,WAIS3_DigitSpan_RawScore,0.9292760320626186,0.6578033077274609,Average,8,Hierarchical approach
1390,GroovedPegs_NDominant_RawScore,0.8417832956897302,-0.1211862062914999,Average,9,Hierarchical approach
1391,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.9559576459824264,-0.3373889920152966,Average,9,Hierarchical approach
1392,CaliforniaVLT_Total_RawScore,0.8526770292050165,0.3286745160662592,Average,9,Hierarchical approach
1393,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.9456631104207672,0.2168045091079179,Average,9,Hierarchical approach
1394,DKEFS_ColorWordInterference_Inhibition_RawScore,0.8312818102739898,-0.2427551957720348,Average,9,Hierarchical approach
1395,DKEFS_ColorWordInterference_Switching_RawScore,0.8317900598044359,-0.243926563154865,Average,9,Hierarchical approach
1396,WASI_Vocabulary_RawScore,0.9185340386343016,-0.2134856657157193,Average,9,Hierarchical approach
1397,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.8982723299220978,0.4734031913335339,Average,9,Hierarchical approach
1398,WASI_Similarities_RawScore,0.9380834930760884,-0.3502213920364929,Average,9,Hierarchical approach
1399,WMS_TotalRecall_RawScore,0.9336964376660264,0.9413766105531324,Average,9,Hierarchical approach
1400,UPSAB_Total_RawScore,0.8427436266842109,-0.7052385665393657,Average,9,Hierarchical approach
1401,WAIS3_DigitSpanForward_RawScore,0.970686980430157,0.3574435500788895,Average,9,Hierarchical approach
1402,WAIS3_BACS_SymbolCoding_RawRelative,0.8681751721762635,-0.1823217076519931,Average,9,Hierarchical approach
1403,WASI_BlockDesign_RawScore,0.901467723050048,-0.1504963130363041,Average,9,Hierarchical approach
1404,MCCB_Mazes_RawScore,0.9115677000632828,-0.3761526429434323,Average,9,Hierarchical approach
1405,VerbalFluency_Phonemic_RawScore,0.8512922887009444,-0.2491430211778831,Average,9,Hierarchical approach
1406,WMS_FreeRecall_RawScore,0.883821943922132,0.6481452549723192,Average,9,Hierarchical approach
1407,WMS_ImmediateStoryRecall_B_RawScore,0.9508248513629796,0.8748164836622019,Average,9,Hierarchical approach
1408,GroovedPegs_Dominant_RawScore,0.8438021773199177,-0.1344237690406986,Average,9,Hierarchical approach
1409,WMS_ImmediateThematicRecall_A_RawScore,0.967885577231299,0.1341691827056348,Average,9,Hierarchical approach
1410,WMS_ImmediateThematicRecall_B_RawScore,0.9707201395330206,-0.2441593003665936,Average,9,Hierarchical approach
1411,Rey_BVMT_LongTerm_RawScore,0.8929230256644658,-0.0581398489025317,Average,9,Hierarchical approach
1412,Trailmaking_test_part_A,0.8435389288830747,-0.4345251055388246,Average,9,Hierarchical approach
1413,WCTS_FailureToMaintain_RawScore,0.9457591246388244,-0.533402203856749,Average,9,Hierarchical approach
1414,CaliforniaVLT_FreeRecall_RawScore,0.9831868093236767,-1.1407471763683752,Average,9,Hierarchical approach
1415,WMS_ImmediateStoryRecall_A_RawScore,0.9468860367636844,0.8928224826884936,Average,9,Hierarchical approach
1416,HVLT_Total_RawScore,0.9125956632870956,0.0132154231897746,Average,9,Hierarchical approach
1417,WCTS_PerservativeResponses_RawScore,0.8688756198582747,0.883605399915613,Average,9,Hierarchical approach
1418,ReyOCF_Copy_RawScore,0.9293553785374083,-0.7304036906153737,Average,9,Hierarchical approach
1419,WAIS3_DigitSpanBackwards_RawScore,0.9595262459454608,0.3787053583760119,Average,9,Hierarchical approach
1420,WCTS_PerservativeError_RawScore,0.8862861930928485,0.8708652645496168,Average,9,Hierarchical approach
1421,WASI_MatrixReasoning_RawScore,0.9382789982261942,-0.3072756099077289,Average,9,Hierarchical approach
1422,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.938320215484485,0.1945579122130237,Average,9,Hierarchical approach
1423,WCTS_NumberCategories_RawScore,0.9815649883601546,0.4739010684723135,Average,9,Hierarchical approach
1424,WAIS3_DigitSpan_RawScore,0.9370741398322676,0.6645499344566257,Average,9,Hierarchical approach
1425,GroovedPegs_NDominant_RawScore,0.8405919497600651,-0.1127958265347055,Average,10,Hierarchical approach
1426,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.9500994405139151,-0.4857690804925068,Average,10,Hierarchical approach
1427,CaliforniaVLT_Total_RawScore,0.8748044028565445,0.3169906934661672,Average,10,Hierarchical approach
1428,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.9442157179193938,0.2068733369756613,Average,10,Hierarchical approach
1429,DKEFS_ColorWordInterference_Inhibition_RawScore,0.8419657013313935,-0.3238253535668243,Average,10,Hierarchical approach
1430,DKEFS_ColorWordInterference_Switching_RawScore,0.8243313178234661,-0.3585484177295333,Average,10,Hierarchical approach
1431,WASI_Vocabulary_RawScore,0.9314286860518344,-0.1937652023437603,Average,10,Hierarchical approach
1432,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.8996075419064492,0.4573638343883435,Average,10,Hierarchical approach
1433,WASI_Similarities_RawScore,0.92703762512608,-0.3050542373329239,Average,10,Hierarchical approach
1434,WMS_TotalRecall_RawScore,0.9350712745868732,0.9411988966025544,Average,10,Hierarchical approach
1435,UPSAB_Total_RawScore,0.8491363895774239,-0.6021149379902633,Average,10,Hierarchical approach
1436,WAIS3_DigitSpanForward_RawScore,0.9756548103901608,0.3550615057789039,Average,10,Hierarchical approach
1437,WAIS3_BACS_SymbolCoding_RawRelative,0.8648896182339536,-0.3004658413755872,Average,10,Hierarchical approach
1438,WASI_BlockDesign_RawScore,0.8976452834443548,-0.1588631507725788,Average,10,Hierarchical approach
1439,MCCB_Mazes_RawScore,0.9280131636430928,-0.6106705243348143,Average,10,Hierarchical approach
1440,VerbalFluency_Phonemic_RawScore,0.8542723969184528,-0.2989646476360381,Average,10,Hierarchical approach
1441,WMS_FreeRecall_RawScore,0.8925246271751998,0.6550532788994967,Average,10,Hierarchical approach
1442,WMS_ImmediateStoryRecall_B_RawScore,0.953002228683982,0.8662991374962796,Average,10,Hierarchical approach
1443,GroovedPegs_Dominant_RawScore,0.8348634697091615,-0.1084979101615004,Average,10,Hierarchical approach
1444,WMS_ImmediateThematicRecall_A_RawScore,0.9496714291831244,0.160385934155947,Average,10,Hierarchical approach
1445,WMS_ImmediateThematicRecall_B_RawScore,0.9606966099445928,-0.2009240017029958,Average,10,Hierarchical approach
1446,Rey_BVMT_LongTerm_RawScore,0.8864428067526087,-0.1856897667231096,Average,10,Hierarchical approach
1447,Trailmaking_test_part_A,0.8530864742485887,-0.4964042453466033,Average,10,Hierarchical approach
1448,WCTS_FailureToMaintain_RawScore,0.9613462115140738,-0.6674701561065195,Average,10,Hierarchical approach
1449,CaliforniaVLT_FreeRecall_RawScore,0.9865175660232872,-0.8974804517810597,Average,10,Hierarchical approach
1450,WMS_ImmediateStoryRecall_A_RawScore,0.9528226535769236,0.8758817406277839,Average,10,Hierarchical approach
1451,HVLT_Total_RawScore,0.9476941494636392,0.0710528162512603,Average,10,Hierarchical approach
1452,WCTS_PerservativeResponses_RawScore,0.8702370357685177,0.8959878041799095,Average,10,Hierarchical approach
1453,ReyOCF_Copy_RawScore,0.9124821758155682,-0.5731547097006626,Average,10,Hierarchical approach
1454,WAIS3_DigitSpanBackwards_RawScore,0.9754555988237243,0.3171114930425993,Average,10,Hierarchical approach
1455,WCTS_PerservativeError_RawScore,0.8972809844436511,0.898568910217173,Average,10,Hierarchical approach
1456,WASI_MatrixReasoning_RawScore,0.925755353881478,-0.2727620806049311,Average,10,Hierarchical approach
1457,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.9447623105641813,0.2339113015210318,Average,10,Hierarchical approach
1458,WCTS_NumberCategories_RawScore,0.9395621756699742,0.3445324787523905,Average,10,Hierarchical approach
1459,WAIS3_DigitSpan_RawScore,0.9276434311317896,0.6775242166280964,Average,10,Hierarchical approach
1460,GroovedPegs_NDominant_RawScore,0.8193665862938772,-0.1895246957149843,Average,1,MICE
1461,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.9621556139705398,-0.2067226650217328,Average,1,MICE
1462,CaliforniaVLT_Total_RawScore,0.8609326428530142,0.2187791769565488,Average,1,MICE
1463,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.9375859880400038,0.2479179914209999,Average,1,MICE
1464,DKEFS_ColorWordInterference_Inhibition_RawScore,0.821849230710644,-0.2796158119772554,Average,1,MICE
1465,DKEFS_ColorWordInterference_Switching_RawScore,0.8303521938912647,-0.4614689677420556,Average,1,MICE
1466,WASI_Vocabulary_RawScore,0.9181925909774366,-0.2428020999579532,Average,1,MICE
1467,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.8934114527124492,0.5006873447607287,Average,1,MICE
1468,WASI_Similarities_RawScore,0.9251186025804852,-0.3423555474078443,Average,1,MICE
1469,WMS_TotalRecall_RawScore,0.9298765466905266,0.9420652521116214,Average,1,MICE
1470,UPSAB_Total_RawScore,0.855398959786831,-0.8384315896867331,Average,1,MICE
1471,WAIS3_DigitSpanForward_RawScore,0.9729602511442232,0.2359592907796248,Average,1,MICE
1472,WAIS3_BACS_SymbolCoding_RawRelative,0.855935688340956,-0.2778041837158187,Average,1,MICE
1473,WASI_BlockDesign_RawScore,0.8819554621573216,-0.1575938781748158,Average,1,MICE
1474,MCCB_Mazes_RawScore,0.9308180492751882,-0.4875379182368162,Average,1,MICE
1475,VerbalFluency_Phonemic_RawScore,0.8595687221547131,-0.5090417080547862,Average,1,MICE
1476,WMS_FreeRecall_RawScore,0.88863749560512,0.6700964099514422,Average,1,MICE
1477,WMS_ImmediateStoryRecall_B_RawScore,0.9453014366353684,0.8536304797536893,Average,1,MICE
1478,GroovedPegs_Dominant_RawScore,0.8258820508569946,-0.1296256759720246,Average,1,MICE
1479,WMS_ImmediateThematicRecall_A_RawScore,0.956329251365524,-0.1049456710394549,Average,1,MICE
1480,WMS_ImmediateThematicRecall_B_RawScore,0.9557035182412116,-0.2009240017029958,Average,1,MICE
1481,Rey_BVMT_LongTerm_RawScore,0.9054807179460824,-0.1488174692164479,Average,1,MICE
1482,Trailmaking_test_part_A,0.8328782726146822,-0.5371797509892269,Average,1,MICE
1483,WCTS_FailureToMaintain_RawScore,0.9460048987527938,-0.248507805325987,Average,1,MICE
1484,CaliforniaVLT_FreeRecall_RawScore,0.9822711387682214,-0.8974804517810597,Average,1,MICE
1485,WMS_ImmediateStoryRecall_A_RawScore,0.9477512114630868,0.8571649530284514,Average,1,MICE
1486,HVLT_Total_RawScore,0.9140948105558768,0.0706691519523451,Average,1,MICE
1487,WCTS_PerservativeResponses_RawScore,0.8583067795926596,0.8105492147562638,Average,1,MICE
1488,ReyOCF_Copy_RawScore,0.919961582832516,-0.6273441048150346,Average,1,MICE
1489,WAIS3_DigitSpanBackwards_RawScore,0.9594304209767432,0.2978299351990962,Average,1,MICE
1490,WCTS_PerservativeError_RawScore,0.8806244220199019,0.8074149793110202,Average,1,MICE
1491,WASI_MatrixReasoning_RawScore,0.919540370503546,-0.276327805854538,Average,1,MICE
1492,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.9548629032837888,0.0963504380007318,Average,1,MICE
1493,WCTS_NumberCategories_RawScore,0.9613539358029276,0.3768746261823712,Average,1,MICE
1494,WAIS3_DigitSpan_RawScore,0.9550597943697354,0.6245242739576387,Average,1,MICE
1495,GroovedPegs_NDominant_RawScore,0.8289770173876355,-0.0388375774066653,Average,2,MICE
1496,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.9454417965190168,-0.2398539596485527,Average,2,MICE
1497,CaliforniaVLT_Total_RawScore,0.8616417500419858,0.3406729031209689,Average,2,MICE
1498,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.9290719330033292,0.1898394911032467,Average,2,MICE
1499,DKEFS_ColorWordInterference_Inhibition_RawScore,0.8245149099812774,-0.2963846904157412,Average,2,MICE
1500,DKEFS_ColorWordInterference_Switching_RawScore,0.8433938118529344,-0.3543382908757035,Average,2,MICE
1501,WASI_Vocabulary_RawScore,0.9259934285638322,-0.2072259876437157,Average,2,MICE
1502,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.8885002044127371,0.529109775132421,Average,2,MICE
1503,WASI_Similarities_RawScore,0.9330943106679456,-0.3944053161614811,Average,2,MICE
1504,WMS_TotalRecall_RawScore,0.926449601198884,0.953572230411537,Average,2,MICE
1505,UPSAB_Total_RawScore,0.8754360116093507,-0.9866593101332328,Average,2,MICE
1506,WAIS3_DigitSpanForward_RawScore,0.965574812758124,0.2276221357296753,Average,2,MICE
1507,WAIS3_BACS_SymbolCoding_RawRelative,0.8568397594001258,-0.311222797034649,Average,2,MICE
1508,WASI_BlockDesign_RawScore,0.9106775029508726,-0.2222749736159235,Average,2,MICE
1509,MCCB_Mazes_RawScore,0.9212404268328536,-0.3512860302913296,Average,2,MICE
1510,VerbalFluency_Phonemic_RawScore,0.8723751335042331,-0.3143655616854579,Average,2,MICE
1511,WMS_FreeRecall_RawScore,0.8561575417212971,0.6700509624256055,Average,2,MICE
1512,WMS_ImmediateStoryRecall_B_RawScore,0.9465713655591984,0.8703788747354189,Average,2,MICE
1513,GroovedPegs_Dominant_RawScore,0.8462201356328529,-0.096173061337444,Average,2,MICE
1514,WMS_ImmediateThematicRecall_A_RawScore,0.9596589960620358,-0.1058496969515345,Average,2,MICE
1515,WMS_ImmediateThematicRecall_B_RawScore,0.9687747697179367,-0.2655226244121362,Average,2,MICE
1516,Rey_BVMT_LongTerm_RawScore,0.893291783932468,-0.1254289864154898,Average,2,MICE
1517,Trailmaking_test_part_A,0.8460525986729961,-0.5541250599242578,Average,2,MICE
1518,WCTS_FailureToMaintain_RawScore,0.9585884083616758,-0.4496097337006426,Average,2,MICE
1519,CaliforniaVLT_FreeRecall_RawScore,0.964683242369965,-0.7515204170286705,Average,2,MICE
1520,WMS_ImmediateStoryRecall_A_RawScore,0.9551041903054452,0.8839422549953797,Average,2,MICE
1521,HVLT_Total_RawScore,0.94382440288362,0.0365230293488808,Average,2,MICE
1522,WCTS_PerservativeResponses_RawScore,0.8503076891957295,0.7328496279978034,Average,2,MICE
1523,ReyOCF_Copy_RawScore,0.9306382092176096,-0.723754685079868,Average,2,MICE
1524,WAIS3_DigitSpanBackwards_RawScore,0.9755401249969244,0.2442700523004765,Average,2,MICE
1525,WCTS_PerservativeError_RawScore,0.868382953177978,0.787530911049629,Average,2,MICE
1526,WASI_MatrixReasoning_RawScore,0.91715521221272,-0.2292333214257689,Average,2,MICE
1527,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.9446951832610408,0.1998378839448674,Average,2,MICE
1528,WCTS_NumberCategories_RawScore,0.9386870689540144,0.3660939103723777,Average,2,MICE
1529,WAIS3_DigitSpan_RawScore,0.929991031630348,0.6105120492124503,Average,2,MICE
1530,GroovedPegs_NDominant_RawScore,0.8405711826492108,-0.2213610977375923,Average,3,MICE
1531,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.9224195562542228,-0.1500823659567403,Average,3,MICE
1532,CaliforniaVLT_Total_RawScore,0.8471747140420818,0.3145640533876866,Average,3,MICE
1533,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.9389459344156836,0.2485151188593318,Average,3,MICE
1534,DKEFS_ColorWordInterference_Inhibition_RawScore,0.8246575209796578,-0.2809070067820078,Average,3,MICE
1535,DKEFS_ColorWordInterference_Switching_RawScore,0.8187872891221928,-0.2147932382090058,Average,3,MICE
1536,WASI_Vocabulary_RawScore,0.911843745867554,-0.2445197952600333,Average,3,MICE
1537,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.8925237707820223,0.5074652665665995,Average,3,MICE
1538,WASI_Similarities_RawScore,0.9209807970147362,-0.3349198661573247,Average,3,MICE
1539,WMS_TotalRecall_RawScore,0.9335460598420378,0.951173092078736,Average,3,MICE
1540,UPSAB_Total_RawScore,0.8998371573414092,-0.7392265790507024,Average,3,MICE
1541,WAIS3_DigitSpanForward_RawScore,0.9682094999617802,0.2978924425792499,Average,3,MICE
1542,WAIS3_BACS_SymbolCoding_RawRelative,0.8672208416703363,-0.2696500623303048,Average,3,MICE
1543,WASI_BlockDesign_RawScore,0.8764841248872307,-0.1629127347749654,Average,3,MICE
1544,MCCB_Mazes_RawScore,0.9206601231282884,-0.3773531001059476,Average,3,MICE
1545,VerbalFluency_Phonemic_RawScore,0.8487513132977622,-0.4406464470563438,Average,3,MICE
1546,WMS_FreeRecall_RawScore,0.8700617207663762,0.69459262637742,Average,3,MICE
1547,WMS_ImmediateStoryRecall_B_RawScore,0.9496754052183984,0.885695782966573,Average,3,MICE
1548,GroovedPegs_Dominant_RawScore,0.8329475117157157,-0.1684882297317449,Average,3,MICE
1549,WMS_ImmediateThematicRecall_A_RawScore,0.9561071263215184,-0.0748868094628036,Average,3,MICE
1550,WMS_ImmediateThematicRecall_B_RawScore,0.9769942362117384,-0.279256189869985,Average,3,MICE
1551,Rey_BVMT_LongTerm_RawScore,0.9170456813851352,-0.0713637915771139,Average,3,MICE
1552,Trailmaking_test_part_A,0.8289457927379471,-0.7298644092505042,Average,3,MICE
1553,WCTS_FailureToMaintain_RawScore,0.9634324983130336,-0.3323002754820934,Average,3,MICE
1554,CaliforniaVLT_FreeRecall_RawScore,0.9532162568760164,-0.6055603822762814,Average,3,MICE
1555,WMS_ImmediateStoryRecall_A_RawScore,0.9540826300153838,0.8886556066171094,Average,3,MICE
1556,HVLT_Total_RawScore,0.9298277530529756,0.0450595599997468,Average,3,MICE
1557,WCTS_PerservativeResponses_RawScore,0.8645626585492437,0.7463154926352258,Average,3,MICE
1558,ReyOCF_Copy_RawScore,0.9374821860748156,-0.8294738730944096,Average,3,MICE
1559,WAIS3_DigitSpanBackwards_RawScore,0.958496692499996,0.2571244241961452,Average,3,MICE
1560,WCTS_PerservativeError_RawScore,0.8702098111225405,0.8241712166099453,Average,3,MICE
1561,WASI_MatrixReasoning_RawScore,0.944395962332946,-0.2911289295321511,Average,3,MICE
1562,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.9605383829642654,0.1578093089593919,Average,3,MICE
1563,WCTS_NumberCategories_RawScore,0.9644051114973972,0.3186587608084059,Average,3,MICE
1564,WAIS3_DigitSpan_RawScore,0.9434928300793336,0.6321142290279489,Average,3,MICE
1565,GroovedPegs_NDominant_RawScore,0.8517087294412894,-0.1328611243935196,Average,4,MICE
1566,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.9590077262807284,-0.3446057096567823,Average,4,MICE
1567,CaliforniaVLT_Total_RawScore,0.8722142388057619,0.2911514704082718,Average,4,MICE
1568,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.9390594341885432,0.1657343992505862,Average,4,MICE
1569,DKEFS_ColorWordInterference_Inhibition_RawScore,0.8282269193073796,-0.2193650880702471,Average,4,MICE
1570,DKEFS_ColorWordInterference_Switching_RawScore,0.817737024131512,-0.3821656674308209,Average,4,MICE
1571,WASI_Vocabulary_RawScore,0.9172925749492766,-0.173053760912909,Average,4,MICE
1572,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.902448667169784,0.4960997437419969,Average,4,MICE
1573,WASI_Similarities_RawScore,0.9187571189733456,-0.3119368513829914,Average,4,MICE
1574,WMS_TotalRecall_RawScore,0.9249564727338224,0.9433092497656664,Average,4,MICE
1575,UPSAB_Total_RawScore,0.8803120446470822,-1.0681905542633685,Average,4,MICE
1576,WAIS3_DigitSpanForward_RawScore,0.9786744538826416,0.1543742735051188,Average,4,MICE
1577,WAIS3_BACS_SymbolCoding_RawRelative,0.8767474370147536,-0.2633658837338752,Average,4,MICE
1578,WASI_BlockDesign_RawScore,0.8701376706027443,-0.083250768877267,Average,4,MICE
1579,MCCB_Mazes_RawScore,0.9204103941215956,-0.4620710770034559,Average,4,MICE
1580,VerbalFluency_Phonemic_RawScore,0.8524183562308609,-0.285397962620401,Average,4,MICE
1581,WMS_FreeRecall_RawScore,0.8845577962348267,0.6835034300732667,Average,4,MICE
1582,WMS_ImmediateStoryRecall_B_RawScore,0.9443936798650746,0.8621478259196116,Average,4,MICE
1583,GroovedPegs_Dominant_RawScore,0.8332612326319215,-0.0821686247630015,Average,4,MICE
1584,WMS_ImmediateThematicRecall_A_RawScore,0.9633850116594376,-0.009344930837023,Average,4,MICE
1585,WMS_ImmediateThematicRecall_B_RawScore,0.97448925900781,-0.2004153511304829,Average,4,MICE
1586,Rey_BVMT_LongTerm_RawScore,0.9040469586178606,-0.1666777651735429,Average,4,MICE
1587,Trailmaking_test_part_A,0.8585708534201737,-0.5662036228624008,Average,4,MICE
1588,WCTS_FailureToMaintain_RawScore,0.9786693767468032,-0.3490587695133147,Average,4,MICE
1589,CaliforniaVLT_FreeRecall_RawScore,0.9693428660223188,-0.2649869678540397,Average,4,MICE
1590,WMS_ImmediateStoryRecall_A_RawScore,0.9442118235278074,0.860375496886731,Average,4,MICE
1591,HVLT_Total_RawScore,0.9321193431637216,-0.0268774960468771,Average,4,MICE
1592,WCTS_PerservativeResponses_RawScore,0.8693989714013386,0.8086918541166194,Average,4,MICE
1593,ReyOCF_Copy_RawScore,0.9101649346781548,-0.5339255770411786,Average,4,MICE
1594,WAIS3_DigitSpanBackwards_RawScore,0.977796321037623,0.2731923890657312,Average,4,MICE
1595,WCTS_PerservativeError_RawScore,0.8909312254233923,0.8293097960482825,Average,4,MICE
1596,WASI_MatrixReasoning_RawScore,0.9262998037386636,-0.3377524691166322,Average,4,MICE
1597,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.9440562292634572,0.2034986643456123,Average,4,MICE
1598,WCTS_NumberCategories_RawScore,0.9805232107826208,0.3919676283163622,Average,4,MICE
1599,WAIS3_DigitSpan_RawScore,0.9377875833972044,0.6603332927508976,Average,4,MICE
1600,GroovedPegs_NDominant_RawScore,0.8315937009366836,-0.1521628353879085,Average,5,MICE
1601,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.9712276642787808,-0.2504603476974028,Average,5,MICE
1602,CaliforniaVLT_Total_RawScore,0.8454244602288885,0.3151707134073068,Average,5,MICE
1603,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.9406407602695644,0.2634118770577164,Average,5,MICE
1604,DKEFS_ColorWordInterference_Inhibition_RawScore,0.8337005268048926,-0.2636484995134354,Average,5,MICE
1605,DKEFS_ColorWordInterference_Switching_RawScore,0.8395838006380918,-0.322052962393776,Average,5,MICE
1606,WASI_Vocabulary_RawScore,0.9136279250167212,-0.1647790941211575,Average,5,MICE
1607,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.8899405160904258,0.4881375540039723,Average,5,MICE
1608,WASI_Similarities_RawScore,0.9252933042657808,-0.2821941263809133,Average,5,MICE
1609,WMS_TotalRecall_RawScore,0.9300787238816208,0.9437313203982888,Average,5,MICE
1610,UPSAB_Total_RawScore,0.8402865094722994,-0.8273155103006724,Average,5,MICE
1611,WAIS3_DigitSpanForward_RawScore,0.9659582473762612,0.2127343588547654,Average,5,MICE
1612,WAIS3_BACS_SymbolCoding_RawRelative,0.8669010900823777,-0.267232983962957,Average,5,MICE
1613,WASI_BlockDesign_RawScore,0.9017091208572348,-0.2137699837601643,Average,5,MICE
1614,MCCB_Mazes_RawScore,0.913355545730906,-0.35120028335115,Average,5,MICE
1615,VerbalFluency_Phonemic_RawScore,0.8624259112869144,-0.2864059623596873,Average,5,MICE
1616,WMS_FreeRecall_RawScore,0.900584089427626,0.6776406992403333,Average,5,MICE
1617,WMS_ImmediateStoryRecall_B_RawScore,0.9511632906905798,0.8835485528407103,Average,5,MICE
1618,GroovedPegs_Dominant_RawScore,0.8366878776724094,-0.1126211760050419,Average,5,MICE
1619,WMS_ImmediateThematicRecall_A_RawScore,0.9672500672809476,-0.0814409973253817,Average,5,MICE
1620,WMS_ImmediateThematicRecall_B_RawScore,0.9582090147056644,-0.3092665736482469,Average,5,MICE
1621,Rey_BVMT_LongTerm_RawScore,0.8931973328396867,-0.1460297510644144,Average,5,MICE
1622,Trailmaking_test_part_A,0.8471697887886486,-0.6951428835273152,Average,5,MICE
1623,WCTS_FailureToMaintain_RawScore,0.9495487801411376,-0.4244719926538105,Average,5,MICE
1624,CaliforniaVLT_FreeRecall_RawScore,0.9386550605418558,-0.6055603822762814,Average,5,MICE
1625,WMS_ImmediateStoryRecall_A_RawScore,0.9578194732561128,0.8711683890060542,Average,5,MICE
1626,HVLT_Total_RawScore,0.9320022064075736,0.0575286497144951,Average,5,MICE
1627,WCTS_PerservativeResponses_RawScore,0.8428451720327679,0.7515780144475519,Average,5,MICE
1628,ReyOCF_Copy_RawScore,0.9055530525592752,-0.52395206873792,Average,5,MICE
1629,WAIS3_DigitSpanBackwards_RawScore,0.9634796335125876,0.289260353935317,Average,5,MICE
1630,WCTS_PerservativeError_RawScore,0.8920441127349613,0.8024998163700021,Average,5,MICE
1631,WASI_MatrixReasoning_RawScore,0.9440122946084224,-0.3332448541784503,Average,5,MICE
1632,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.935629919717334,0.1499949507962633,Average,5,MICE
1633,WCTS_NumberCategories_RawScore,0.9677830527496312,0.3660939103723777,Average,5,MICE
1634,WAIS3_DigitSpan_RawScore,0.9394014473815112,0.5950726534284001,Average,5,MICE
1635,GroovedPegs_NDominant_RawScore,0.8186500619699711,-0.1404916268329505,Average,6,MICE
1636,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.949870250549793,-0.3084127772426654,Average,6,MICE
1637,CaliforniaVLT_Total_RawScore,0.8839346895340233,0.3006558107156543,Average,6,MICE
1638,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.947329074132808,0.2262642648414913,Average,6,MICE
1639,DKEFS_ColorWordInterference_Inhibition_RawScore,0.8378676295483108,-0.2907976545521138,Average,6,MICE
1640,DKEFS_ColorWordInterference_Switching_RawScore,0.8232323823053611,-0.3734757051360431,Average,6,MICE
1641,WASI_Vocabulary_RawScore,0.9257177059434216,-0.1857052474647689,Average,6,MICE
1642,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.903089538102705,0.4858724978618916,Average,6,MICE
1643,WASI_Similarities_RawScore,0.9090193796306928,-0.1536367282314348,Average,6,MICE
1644,WMS_TotalRecall_RawScore,0.9438516165490872,0.9488183822335796,Average,6,MICE
1645,UPSAB_Total_RawScore,0.8569360406161017,-0.8239167090495387,Average,6,MICE
1646,WAIS3_DigitSpanForward_RawScore,0.9648048952223276,0.2055882259548087,Average,6,MICE
1647,WAIS3_BACS_SymbolCoding_RawRelative,0.8737558223997044,-0.1820785362838761,Average,6,MICE
