,variable,coverage,width,site,seed,algorithm
49,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.2180451127819548,0.4239373454787457,CNSR 2,10,Extra Trees
50,WASI_BlockDesign_RawScore,0.2327365728900255,0.4323351478279341,CNSR 2,10,Extra Trees
51,WASI_MatrixReasoning_RawScore,0.239880059970015,0.4494886855010125,CNSR 2,10,Extra Trees
52,WASI_Similarities_RawScore,0.2046035805626598,0.4148442533122385,CNSR 2,10,Extra Trees
53,WASI_Vocabulary_RawScore,0.2342342342342342,0.506972951141032,CNSR 2,10,Extra Trees
54,WMS_ImmediateStoryRecall_A_RawScore,0.2719449225473322,0.2845187811403167,CNSR 2,10,Extra Trees
55,WMS_ImmediateStoryRecall_B_RawScore,0.2392426850258175,0.2950681811940264,CNSR 2,10,Extra Trees
56,WMS_ImmediateThematicRecall_A_RawScore,0.1514629948364888,0.341821493628866,CNSR 2,10,Extra Trees
57,WMS_ImmediateThematicRecall_B_RawScore,0.2117039586919105,0.322892290918925,CNSR 2,10,Extra Trees
58,WMS_TotalRecall_RawScore,0.7039586919104991,0.3270975705876787,CNSR 2,10,Extra Trees
0,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.117063492063492,0.3176458783071815,CNSR 1,10,AutoComplete
1,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.0218687872763419,0.2940694872662422,CNSR 1,10,AutoComplete
2,CaliforniaVLT_FreeRecall_RawScore,0.4265873015873015,0.2682385207889652,CNSR 1,10,AutoComplete
3,CaliforniaVLT_Total_RawScore,0.2063492063492063,0.4340678039523884,CNSR 1,10,AutoComplete
4,DKEFS_ColorWordInterference_Inhibition_RawScore,0.1097804391217564,0.2929849907828829,CNSR 1,10,AutoComplete
5,DKEFS_ColorWordInterference_Switching_RawScore,0.1294820717131474,0.3086161868256015,CNSR 1,10,AutoComplete
6,DigitSymbolCoding,0.4523809523809524,0.3100143776620955,CNSR 1,10,AutoComplete
7,GroovedPegs_Dominant_RawScore,0.1215139442231075,0.3140727214510492,CNSR 1,10,AutoComplete
8,GroovedPegs_NDominant_RawScore,0.1576846307385229,0.3198656041590161,CNSR 1,10,AutoComplete
9,ReyOCF_Copy_RawScore,0.1108786610878661,0.3911258033790851,CNSR 1,10,AutoComplete
10,Rey_BVMT_LongTerm_RawScore,0.1263157894736842,0.2993164240759061,CNSR 1,10,AutoComplete
11,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.1172962226640159,0.3188521684908977,CNSR 1,10,AutoComplete
12,VerbalFluency_Letters,0.1928429423459244,0.3442165218189782,CNSR 1,10,AutoComplete
13,VerbalFluency_Phonemic_RawScore,0.2107355864811133,0.3631985879020689,CNSR 1,10,AutoComplete
14,WAIS3_BACS_SymbolCoding_RawRelative,0.1071428571428571,0.2934515142475402,CNSR 1,10,AutoComplete
15,WAIS3_DigitSpanBackwards_RawScore,0.3267326732673267,0.3389793951861853,CNSR 1,10,AutoComplete
16,WAIS3_DigitSpanForward_RawScore,0.0851485148514851,0.3483740438091656,CNSR 1,10,AutoComplete
17,WAIS3_DigitSpan_RawScore,0.2,0.5235462983212255,CNSR 1,10,AutoComplete
18,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0939457202505219,0.3173566331066119,CNSR 1,10,AutoComplete
19,WASI_BlockDesign_RawScore,0.1314741035856573,0.2913323722873432,CNSR 1,10,AutoComplete
20,WASI_MatrixReasoning_RawScore,0.1069306930693069,0.2996639983918336,CNSR 1,10,AutoComplete
21,WASI_Similarities_RawScore,0.1155378486055776,0.3125623595195514,CNSR 1,10,AutoComplete
22,WASI_Vocabulary_RawScore,0.1192842942345924,0.3008337763960573,CNSR 1,10,AutoComplete
23,WCTS_FailureToMaintain_RawScore,0.0513698630136986,0.6210865604590813,CNSR 1,10,AutoComplete
24,WCTS_NumberCategories_RawScore,0.3493150684931507,0.6667366026619338,CNSR 1,10,AutoComplete
25,WCTS_PerservativeError_RawScore,0.3904109589041096,0.5569745787229503,CNSR 1,10,AutoComplete
26,WCTS_PerservativeResponses_RawScore,0.4623287671232877,0.5754335792967371,CNSR 1,10,AutoComplete
27,WMS_FreeRecall_RawScore,0.2752475247524752,0.3785499503833202,CNSR 1,10,AutoComplete
28,WMS_ImmediateStoryRecall_A_RawScore,0.1227722772277227,0.3211745473445871,CNSR 1,10,AutoComplete
29,WMS_ImmediateStoryRecall_B_RawScore,0.1405940594059406,0.3120834936293293,CNSR 1,10,AutoComplete
30,WMS_ImmediateThematicRecall_A_RawScore,0.1524752475247524,0.3315281928689894,CNSR 1,10,AutoComplete
31,WMS_ImmediateThematicRecall_B_RawScore,0.0455445544554455,0.3229252370602256,CNSR 1,10,AutoComplete
32,WMS_TotalRecall_RawScore,0.2613861386138614,0.2976662644908378,CNSR 1,10,AutoComplete
33,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.0464767616191904,0.2461386103638762,CNSR 2,10,AutoComplete
34,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.0062208398133748,0.22117565105438,CNSR 2,10,AutoComplete
35,DKEFS_ColorWordInterference_Inhibition_RawScore,0.1015151515151515,0.2378330355613623,CNSR 2,10,AutoComplete
36,DKEFS_ColorWordInterference_Switching_RawScore,0.0989010989010989,0.2550023828143952,CNSR 2,10,AutoComplete
37,GroovedPegs_Dominant_RawScore,0.0876288659793814,0.2569256591209901,CNSR 2,10,AutoComplete
38,GroovedPegs_NDominant_RawScore,0.1237113402061855,0.2856538516477925,CNSR 2,10,AutoComplete
39,HVLT_Total_RawScore,0.1094452773613193,0.2775214857463577,CNSR 2,10,AutoComplete
40,MCCB_Mazes_RawScore,0.1051051051051051,0.2854912719696603,CNSR 2,10,AutoComplete
41,Rey_BVMT_LongTerm_RawScore,0.108433734939759,0.2252927032842244,CNSR 2,10,AutoComplete
42,Trailmaking_test_part_A,0.1054216867469879,0.2773330957124938,CNSR 2,10,AutoComplete
43,UPSAB_Total_RawScore,0.1171662125340599,0.4031570917597928,CNSR 2,10,AutoComplete
44,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.0947368421052631,0.2432270088912857,CNSR 2,10,AutoComplete
45,WAIS3_BACS_SymbolCoding_RawRelative,0.0944527736131934,0.2300785310108859,CNSR 2,10,AutoComplete
46,WAIS3_DigitSpanBackwards_RawScore,0.245696400625978,0.284007728213437,CNSR 2,10,AutoComplete
47,WAIS3_DigitSpanForward_RawScore,0.0125195618153364,0.302345229739754,CNSR 2,10,AutoComplete
48,WAIS3_DigitSpan_RawScore,0.189358372456964,0.4682435933591678,CNSR 2,10,AutoComplete
49,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.0781954887218045,0.2567901369267092,CNSR 2,10,AutoComplete
50,WASI_BlockDesign_RawScore,0.1227621483375959,0.2814910450217849,CNSR 2,10,AutoComplete
51,WASI_MatrixReasoning_RawScore,0.12143928035982,0.2378229826618383,CNSR 2,10,AutoComplete
52,WASI_Similarities_RawScore,0.1176470588235294,0.2907404759594005,CNSR 2,10,AutoComplete
53,WASI_Vocabulary_RawScore,0.1066066066066066,0.2399830916660658,CNSR 2,10,AutoComplete
54,WMS_ImmediateStoryRecall_A_RawScore,0.1187607573149741,0.2879818550366422,CNSR 2,10,AutoComplete
55,WMS_ImmediateStoryRecall_B_RawScore,0.0981067125645439,0.2515491569390783,CNSR 2,10,AutoComplete
56,WMS_ImmediateThematicRecall_A_RawScore,0.1273666092943201,0.2738375939884478,CNSR 2,10,AutoComplete
57,WMS_ImmediateThematicRecall_B_RawScore,0.2771084337349397,0.2726045844112836,CNSR 2,10,AutoComplete
58,WMS_TotalRecall_RawScore,0.2375215146299483,0.2616056334435859,CNSR 2,10,AutoComplete
0,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.6051587301587301,1.4448151942654135,CNSR 1,10,Hierarchical approach
1,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.2664015904572565,1.5691837681811724,CNSR 1,10,Hierarchical approach
2,CaliforniaVLT_FreeRecall_RawScore,0.0059523809523809,0.7278149348808151,CNSR 1,10,Hierarchical approach
3,CaliforniaVLT_Total_RawScore,0.7599206349206349,1.6035011296508912,CNSR 1,10,Hierarchical approach
4,DKEFS_ColorWordInterference_Inhibition_RawScore,0.7784431137724551,2.1344510758984816,CNSR 1,10,Hierarchical approach
5,DKEFS_ColorWordInterference_Switching_RawScore,0.7788844621513944,2.1265108276109737,CNSR 1,10,Hierarchical approach
6,GroovedPegs_Dominant_RawScore,0.8007968127490039,1.9943874541250208,CNSR 1,10,Hierarchical approach
7,GroovedPegs_NDominant_RawScore,0.7465069860279441,2.027698896442657,CNSR 1,10,Hierarchical approach
8,ReyOCF_Copy_RawScore,0.2698744769874477,2.1013993813878287,CNSR 1,10,Hierarchical approach
9,Rey_BVMT_LongTerm_RawScore,0.791578947368421,2.4458167231807084,CNSR 1,10,Hierarchical approach
10,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.7773359840954275,2.358760185919172,CNSR 1,10,Hierarchical approach
11,VerbalFluency_Phonemic_RawScore,0.7793240556660039,2.264267080288291,CNSR 1,10,Hierarchical approach
12,WAIS3_BACS_SymbolCoding_RawRelative,0.7559523809523809,2.106204768231922,CNSR 1,10,Hierarchical approach
13,WAIS3_DigitSpanBackwards_RawScore,0.4099009900990099,1.5240255279758224,CNSR 1,10,Hierarchical approach
14,WAIS3_DigitSpanForward_RawScore,0.3683168316831683,1.4480594484337084,CNSR 1,10,Hierarchical approach
15,WAIS3_DigitSpan_RawScore,0.6455445544554456,1.01862767039007,CNSR 1,10,Hierarchical approach
16,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.6889352818371608,2.2261455272720805,CNSR 1,10,Hierarchical approach
17,WASI_BlockDesign_RawScore,0.7689243027888446,2.134055634612184,CNSR 1,10,Hierarchical approach
18,WASI_MatrixReasoning_RawScore,0.7108910891089109,2.114102756969082,CNSR 1,10,Hierarchical approach
19,WASI_Similarities_RawScore,0.7410358565737052,2.187725271493916,CNSR 1,10,Hierarchical approach
20,WASI_Vocabulary_RawScore,0.7753479125248509,2.110524175476628,CNSR 1,10,Hierarchical approach
21,WCTS_FailureToMaintain_RawScore,0.1575342465753424,1.743346602840896,CNSR 1,10,Hierarchical approach
22,WCTS_NumberCategories_RawScore,0.2945205479452055,1.3017589278775696,CNSR 1,10,Hierarchical approach
23,WCTS_PerservativeError_RawScore,0.2054794520547945,0.39403833684175,CNSR 1,10,Hierarchical approach
24,WCTS_PerservativeResponses_RawScore,0.2089041095890411,0.3884801641190253,CNSR 1,10,Hierarchical approach
25,WMS_FreeRecall_RawScore,0.6752475247524753,1.052550142438046,CNSR 1,10,Hierarchical approach
26,WMS_ImmediateStoryRecall_A_RawScore,0.0633663366336633,0.1777202482808327,CNSR 1,10,Hierarchical approach
27,WMS_ImmediateStoryRecall_B_RawScore,0.0554455445544554,0.2058612423529036,CNSR 1,10,Hierarchical approach
28,WMS_ImmediateThematicRecall_A_RawScore,0.4673267326732673,0.9402694396087898,CNSR 1,10,Hierarchical approach
29,WMS_ImmediateThematicRecall_B_RawScore,0.5841584158415841,2.0715672617510448,CNSR 1,10,Hierarchical approach
30,WMS_TotalRecall_RawScore,0.0712871287128712,0.154652974463168,CNSR 1,10,Hierarchical approach
31,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.4947526236881559,1.7236665130567468,CNSR 2,10,Hierarchical approach
32,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.0979782270606531,1.9428196587176565,CNSR 2,10,Hierarchical approach
33,DKEFS_ColorWordInterference_Inhibition_RawScore,0.793939393939394,2.182951975931729,CNSR 2,10,Hierarchical approach
34,DKEFS_ColorWordInterference_Switching_RawScore,0.7912087912087912,2.172760457982301,CNSR 2,10,Hierarchical approach
35,GroovedPegs_Dominant_RawScore,0.7835051546391752,2.0978967791975887,CNSR 2,10,Hierarchical approach
36,GroovedPegs_NDominant_RawScore,0.7903780068728522,2.0788550081505366,CNSR 2,10,Hierarchical approach
37,HVLT_Total_RawScore,0.7316341829085458,1.8609829275925216,CNSR 2,10,Hierarchical approach
38,MCCB_Mazes_RawScore,0.6456456456456456,2.157690114267432,CNSR 2,10,Hierarchical approach
39,Rey_BVMT_LongTerm_RawScore,0.7801204819277109,2.2241054324496274,CNSR 2,10,Hierarchical approach
40,Trailmaking_test_part_A,0.7484939759036144,2.3650145419250554,CNSR 2,10,Hierarchical approach
41,UPSAB_Total_RawScore,0.7166212534059946,2.541215163492192,CNSR 2,10,Hierarchical approach
42,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.7819548872180451,2.655695625678701,CNSR 2,10,Hierarchical approach
43,WAIS3_BACS_SymbolCoding_RawRelative,0.8095952023988006,2.3395158586042,CNSR 2,10,Hierarchical approach
44,WAIS3_DigitSpanBackwards_RawScore,0.3834115805946791,1.3410408967597958,CNSR 2,10,Hierarchical approach
45,WAIS3_DigitSpanForward_RawScore,0.3348982785602504,1.29157892345501,CNSR 2,10,Hierarchical approach
46,WAIS3_DigitSpan_RawScore,0.6197183098591549,1.0060559974125225,CNSR 2,10,Hierarchical approach
47,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.7263157894736842,2.057527821227072,CNSR 2,10,Hierarchical approach
48,WASI_BlockDesign_RawScore,0.7749360613810742,1.9464384429125332,CNSR 2,10,Hierarchical approach
49,WASI_MatrixReasoning_RawScore,0.7646176911544228,2.201798963632625,CNSR 2,10,Hierarchical approach
50,WASI_Similarities_RawScore,0.7698209718670077,2.261486983247809,CNSR 2,10,Hierarchical approach
51,WASI_Vocabulary_RawScore,0.7822822822822822,2.2279145408214114,CNSR 2,10,Hierarchical approach
52,WMS_ImmediateStoryRecall_A_RawScore,0.0740103270223752,0.2748862298130873,CNSR 2,10,Hierarchical approach
53,WMS_ImmediateStoryRecall_B_RawScore,0.0516351118760757,0.2154519570090377,CNSR 2,10,Hierarchical approach
54,WMS_ImmediateThematicRecall_A_RawScore,0.3975903614457831,1.7384620179539525,CNSR 2,10,Hierarchical approach
55,WMS_ImmediateThematicRecall_B_RawScore,0.6299483648881239,2.147479279275727,CNSR 2,10,Hierarchical approach
56,WMS_TotalRecall_RawScore,0.1239242685025817,0.243016047629217,CNSR 2,10,Hierarchical approach
0,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.5892857142857143,1.4626242550108906,CNSR 1,10,MICE
1,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.268389662027833,1.6007769072138402,CNSR 1,10,MICE
2,CaliforniaVLT_FreeRecall_RawScore,0.0059523809523809,0.6029134507761844,CNSR 1,10,MICE
3,CaliforniaVLT_Total_RawScore,0.7658730158730159,1.6808238464014322,CNSR 1,10,MICE
4,DKEFS_ColorWordInterference_Inhibition_RawScore,0.7864271457085829,2.0869261557386136,CNSR 1,10,MICE
5,DKEFS_ColorWordInterference_Switching_RawScore,0.7888446215139442,2.0548915380436954,CNSR 1,10,MICE
6,GroovedPegs_Dominant_RawScore,0.7729083665338645,1.9609653610424531,CNSR 1,10,MICE
7,GroovedPegs_NDominant_RawScore,0.780439121756487,2.031683855804517,CNSR 1,10,MICE
8,ReyOCF_Copy_RawScore,0.2552301255230125,2.0953802684277405,CNSR 1,10,MICE
9,Rey_BVMT_LongTerm_RawScore,0.7852631578947369,2.367033768954089,CNSR 1,10,MICE
10,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.7892644135188867,2.341004998074094,CNSR 1,10,MICE
11,VerbalFluency_Phonemic_RawScore,0.7872763419483101,2.306189569223684,CNSR 1,10,MICE
12,WAIS3_BACS_SymbolCoding_RawRelative,0.75,2.1072503426017315,CNSR 1,10,MICE
13,WAIS3_DigitSpanBackwards_RawScore,0.4851485148514851,1.6575387974153557,CNSR 1,10,MICE
14,WAIS3_DigitSpanForward_RawScore,0.4851485148514851,1.6716221137923393,CNSR 1,10,MICE
15,WAIS3_DigitSpan_RawScore,0.7287128712871287,1.1870284535558262,CNSR 1,10,MICE
16,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.7202505219206681,2.306234893277199,CNSR 1,10,MICE
17,WASI_BlockDesign_RawScore,0.7808764940239044,2.089840760043495,CNSR 1,10,MICE
18,WASI_MatrixReasoning_RawScore,0.7425742574257426,2.083157022079888,CNSR 1,10,MICE
19,WASI_Similarities_RawScore,0.7310756972111554,2.125430617856959,CNSR 1,10,MICE
20,WASI_Vocabulary_RawScore,0.7813121272365805,2.133089417904338,CNSR 1,10,MICE
21,WCTS_FailureToMaintain_RawScore,0.1061643835616438,1.6762331063204872,CNSR 1,10,MICE
22,WCTS_NumberCategories_RawScore,0.3527397260273973,1.4041635114199054,CNSR 1,10,MICE
23,WCTS_PerservativeError_RawScore,0.4863013698630137,0.5590760003610648,CNSR 1,10,MICE
24,WCTS_PerservativeResponses_RawScore,0.5547945205479452,0.5654403286819433,CNSR 1,10,MICE
25,WMS_FreeRecall_RawScore,0.7683168316831683,1.1317444578041058,CNSR 1,10,MICE
26,WMS_ImmediateStoryRecall_A_RawScore,0.398019801980198,0.4894211638107714,CNSR 1,10,MICE
27,WMS_ImmediateStoryRecall_B_RawScore,0.4435643564356435,0.5489933043808133,CNSR 1,10,MICE
28,WMS_ImmediateThematicRecall_A_RawScore,0.5900990099009901,1.1103491266520145,CNSR 1,10,MICE
29,WMS_ImmediateThematicRecall_B_RawScore,0.5881188118811881,2.08966819516071,CNSR 1,10,MICE
30,WMS_TotalRecall_RawScore,0.499009900990099,0.3163084311957651,CNSR 1,10,MICE
31,CVLT_HVLT_Total_Delayedrecall_RawRelative,0.4932533733133433,1.6752624102722429,CNSR 2,10,MICE
32,CVLT_HVLT_Total_RecognitionHits_RawRelative,0.0917573872472783,1.7743178854906096,CNSR 2,10,MICE
33,DKEFS_ColorWordInterference_Inhibition_RawScore,0.7984848484848485,2.176454889148786,CNSR 2,10,MICE
34,DKEFS_ColorWordInterference_Switching_RawScore,0.8210361067503925,2.320704041377476,CNSR 2,10,MICE
35,GroovedPegs_Dominant_RawScore,0.8041237113402062,2.126856512185452,CNSR 2,10,MICE
36,GroovedPegs_NDominant_RawScore,0.8006872852233677,2.1541416018412645,CNSR 2,10,MICE
37,HVLT_Total_RawScore,0.7256371814092953,1.8581788585735624,CNSR 2,10,MICE
38,MCCB_Mazes_RawScore,0.6321321321321322,2.0412968436620997,CNSR 2,10,MICE
39,Rey_BVMT_LongTerm_RawScore,0.7439759036144579,2.2085558107653616,CNSR 2,10,MICE
40,Trailmaking_test_part_A,0.8132530120481928,2.4260429514933533,CNSR 2,10,MICE
41,UPSAB_Total_RawScore,0.7384196185286104,2.643540831875674,CNSR 2,10,MICE
42,VF_MCCB_SemnaticVerbalFluency_RawRelative,0.7834586466165413,2.516623694799926,CNSR 2,10,MICE
43,WAIS3_BACS_SymbolCoding_RawRelative,0.8140929535232384,2.3230981226029788,CNSR 2,10,MICE
44,WAIS3_DigitSpanBackwards_RawScore,0.4694835680751174,1.4750289041248676,CNSR 2,10,MICE
45,WAIS3_DigitSpanForward_RawScore,0.4679186228482003,1.483855219556155,CNSR 2,10,MICE
46,WAIS3_DigitSpan_RawScore,0.729264475743349,1.1730498410316037,CNSR 2,10,MICE
47,WAIS3_MCCB_LetterNumberSeeq_RawScore,0.7323308270676692,2.072857487018342,CNSR 2,10,MICE
48,WASI_BlockDesign_RawScore,0.8056265984654731,1.9938445205501532,CNSR 2,10,MICE
49,WASI_MatrixReasoning_RawScore,0.7526236881559221,2.1735500928347893,CNSR 2,10,MICE
50,WASI_Similarities_RawScore,0.7749360613810742,2.263595694127802,CNSR 2,10,MICE
51,WASI_Vocabulary_RawScore,0.7852852852852853,2.1183709240636728,CNSR 2,10,MICE
52,WMS_ImmediateStoryRecall_A_RawScore,0.3459552495697074,0.484668757366414,CNSR 2,10,MICE
53,WMS_ImmediateStoryRecall_B_RawScore,0.4492254733218588,0.4789655631997614,CNSR 2,10,MICE
54,WMS_ImmediateThematicRecall_A_RawScore,0.4922547332185886,2.128755249278124,CNSR 2,10,MICE
55,WMS_ImmediateThematicRecall_B_RawScore,0.5955249569707401,2.0954772738888354,CNSR 2,10,MICE
56,WMS_TotalRecall_RawScore,0.5989672977624785,0.3602519438811666,CNSR 2,10,MICE
